CODIGO,IDREPARACION,PRESUPUESTO,FECHA,ESTADO,CONTACTO,DETALLE,FECHA_AUD,HORA_AUD,IMPUESTOS,TOTAL,CODIMPUESTO,CLIENTE,FACTURADO,MONEDA,ENLACE,IDORDENSERVICIO
1331,1331,0,2018-08-08,1,,,2020-11-05,10:26:05.690000,0,0,1,99,N,1,,
1332,1332,0,2018-08-06,1,,,2020-11-05,10:26:05.694000,0,0,1,385,N,1,,
1373,1373,0,2018-08-17,1,,,2020-11-05,10:26:05.641000,0,0,1,395,N,1,,
1504,1504,0,2018-09-11,1,,,2021-08-13,17:04:02.178000,0,0,1,249,N,1,,
1374,1374,0,2018-08-24,1,,,2020-11-05,10:26:05.754000,0,0,1,396,N,1,,
1120,1120,,,1,,,2020-11-05,10:26:05.637000,,,,297,N,,,
1375,1375,0,2018-08-17,1,,,2020-11-05,10:26:05.761000,0,0,1,231,N,1,,
1376,1376,0,2018-08-17,1,,,2020-11-05,10:26:05.763000,0,0,1,231,N,1,,
1221,1221,0,2018-07-25,1,,,2020-11-05,10:26:05.530000,0,0,1,98,N,1,,
1225,1225,0,2018-08-09,1,,,2020-11-05,10:26:05.541000,0,0,1,362,N,1,,
1223,1223,0,2018-08-17,1,,,2020-11-05,10:26:05.538000,0,0,1,266,N,1,,
1224,1224,0,2018-07-16,1,,,2020-11-05,10:26:05.539000,0,0,1,361,N,1,,
1216,1216,0,2018-07-16,1,,,2020-11-05,10:26:05.593000,0,0,1,40,N,1,,
1493,1493,0,2018-09-11,1,,,2020-11-05,10:26:05.965000,0,0,1,5,N,1,,
1505,1505,0,2018-08-30,1,,,2020-11-05,10:26:06.012000,0,0,1,363,N,1,,
1664,1664,0,2018-09-21,1,,,2020-11-05,10:26:06.186000,0,0,1,275,N,1,,
1494,1494,0,2018-09-11,1,,,2020-11-05,10:26:06.009000,0,0,1,402,N,1,,
5556,5556,0,2020-11-20,1,,,2020-11-20,16:41:50.975000,0,0,1,51,N,1,,
1217,1217,0,2018-07-16,1,,,2020-11-05,10:26:05.307000,0,0,1,50,N,1,,
1226,1226,0,2018-08-30,1,,,2020-11-05,10:26:05.542000,0,0,1,279,N,1,,
1495,1495,0,2018-09-11,1,,,2020-11-05,10:26:06.015000,0,0,1,402,N,1,,
1228,1228,0,2018-08-06,1,,,2020-11-05,10:26:05.544000,0,0,1,77,N,1,,
1497,1497,0,2018-09-11,1,,,2020-11-05,10:26:05.834000,0,0,1,435,N,1,,
1229,1229,0,2018-07-25,1,,,2020-11-05,10:26:05.547000,0,0,1,363,N,1,,
1230,1230,,,1,,,2020-11-05,10:26:05.550000,,,,26,N,,,
1231,1231,0,2018-07-16,1,,,2020-11-05,10:26:05.551000,0,0,1,360,N,1,,
1232,1232,0,2018-08-06,1,,,2020-11-05,10:26:05.553000,0,0,1,364,N,1,,
1233,1233,0,2018-07-31,1,,,2020-11-05,10:26:05.556000,0,0,1,55,N,1,,
1377,1377,0,2018-09-11,1,,,2020-11-05,10:26:05.768000,0,0,1,397,N,1,,
5557,5557,0,2020-11-17,3,,"- Presupuesto Presupuestado la fecha: 17/11/20 FELIPE
- Presupuesto Aceptado la fecha: 17/11/20 FELIPE",2020-11-19,14:30:38.375000,0,0,1,559,N,1,,
1378,1378,0,2018-08-30,1,,,2020-11-05,10:26:05.769000,0,0,1,55,N,1,,
1379,1379,0,2018-09-20,1,,,2020-11-05,10:26:05.771000,0,0,1,26,N,1,,
1333,1333,0,2018-08-06,1,,,2020-11-05,10:26:05.736000,0,0,1,297,N,1,,
1380,1380,0,2018-09-12,1,,,2020-11-05,10:26:05.771000,0,0,1,26,N,1,,
1381,1381,0,2018-08-17,1,,,2020-11-05,10:26:05.778000,0,0,1,398,N,1,,
1382,1382,0,2018-08-17,1,,,2020-11-05,10:26:05.785000,0,0,1,399,N,1,,
1383,1383,0,2018-08-24,1,,,2021-03-24,12:18:15.512000,0,0,1,400,N,1,,
1384,1384,0,2018-08-17,1,,,2020-11-05,10:26:05.660000,0,0,1,18,N,1,,
1385,1385,0,2018-08-17,1,,,2021-02-12,10:58:21.823000,0,0,1,136,N,1,,
1121,1121,0,2018-06-25,1,,,2020-11-05,10:26:05.681000,0,0,1,334,N,1,,
1131,1131,0,2018-11-02,1,,,2020-11-05,10:26:05.056000,0,0,1,338,N,1,,
1122,1122,0,2018-06-25,1,,,2022-02-17,16:11:27.957000,0,0,1,19,N,1,,
1483,1483,0,2018-09-11,1,,,2020-11-05,10:26:05.919000,0,0,1,431,N,1,,
1123,1123,0,2018-08-09,1,,,2020-11-05,10:26:05.688000,0,0,1,23,N,1,,
1386,1386,0,2018-11-02,1,,,2020-11-05,10:26:05.767000,0,0,1,5,N,1,,
1630,1630,0,2018-09-20,1,,,2020-11-05,10:26:06.060000,0,0,1,461,N,1,,
1124,1124,0,2018-07-02,1,,,2020-11-05,10:26:05.691000,0,0,1,17,N,1,,
1125,1125,,,1,,,2020-11-05,10:26:05.693000,,,,184,N,,,
1622,1622,0,2018-11-01,1,,,2020-11-05,10:26:06.150000,0,0,1,231,N,1,,
1126,1126,0,2018-07-16,1,,,2024-08-28,15:50:15.516000,0,0,1,40,N,1,,
1634,1634,0,2018-10-25,1,,,2022-03-08,11:39:50.403000,0,0,1,179,N,1,,
1127,1127,0,2018-07-09,1,,,2024-06-08,12:44:56.015000,0,0,1,79,N,1,,
1484,1484,0,2018-09-11,1,,,2020-11-05,10:26:05.935000,0,0,1,432,N,1,,
1128,1128,0,2018-07-02,1,,,2020-11-05,10:26:04.843000,0,0,1,4,N,1,,
1129,1129,0,2018-07-02,1,,,2020-11-05,10:26:04.939000,0,0,1,179,N,1,,
1665,1665,0,2018-09-27,1,,,2020-11-05,10:26:06.196000,0,0,1,467,N,1,,
1130,1130,0,2018-07-02,1,,,2020-11-05,10:26:05.017000,0,0,1,179,N,1,,
1132,1132,0,2018-07-02,1,,,2024-05-10,11:02:48.559000,0,0,1,279,N,1,,
1671,1671,0,2018-09-27,1,,,2020-11-05,10:26:05.919000,0,0,1,77,N,1,,
1485,1485,0,2018-09-11,1,,,2020-11-05,10:26:05.943000,0,0,1,83,N,1,,
1666,1666,0,2018-11-01,1,,,2020-11-05,10:26:06.197000,0,0,1,30,N,1,,
1672,1672,0,2018-09-27,1,,,2024-07-31,13:58:44.146000,0,0,1,77,N,1,,
1667,1667,0,2018-10-05,1,,,2022-02-02,11:24:12.092000,0,0,1,417,N,1,,
1668,1668,0,2018-10-05,1,,,2020-11-05,10:26:06.199000,0,0,1,468,N,1,,
1673,1673,0,2018-09-27,1,,,2020-11-05,10:26:06.030000,0,0,1,77,N,1,,
1669,1669,0,2018-09-26,1,,,2020-11-05,10:26:06.201000,0,0,1,95,N,1,,
1670,1670,0,2018-09-27,1,,,2020-11-05,10:26:06.202000,0,0,1,470,N,1,,
1674,1674,0,2018-09-27,1,,,2020-11-05,10:26:06.050000,0,0,1,77,N,1,,
1675,1675,0,2018-09-24,1,,,2020-11-05,10:26:06.060000,0,0,1,77,N,1,,
1676,1676,0,2018-09-25,1,,,2020-11-05,10:26:06.063000,0,0,1,471,N,1,,
1677,1677,0,2018-10-05,1,,,2020-11-05,10:26:06.063000,0,0,1,136,N,1,,
10284,10283,0,2023-09-22,3,,"- Presupuesto Presupuestado la fecha: 22/09/23 X WHATS GEMA
- Presupuesto Aceptado la fecha: 25/09/23 X WHATS Y EN  PERSONA GEMA",2023-09-29,14:29:03.716000,0,0,1,816,N,1,,
1693,1693,0,2019-01-14,1,,,2020-11-05,10:26:06.199000,0,0,1,20,N,1,,
1363,1363,0,2018-08-24,1,,,2020-11-05,10:26:05.868000,0,0,1,26,N,1,,
1364,1364,0,2018-08-24,1,,,2020-11-05,10:26:05.869000,0,0,1,26,N,1,,
1498,1498,0,2019-01-29,1,,,2020-11-05,10:26:05.836000,0,0,1,280,N,1,,
1365,1365,0,2018-08-17,1,,,2020-11-05,10:26:05.873000,0,0,1,390,N,1,,
1366,1366,0,2018-11-02,1,,,2020-11-05,10:26:05.874000,0,0,1,391,N,1,,
1499,1499,,,1,,,2018-09-10,11:35:24.703000,,,,280,N,,,
1367,1367,0,2018-08-09,1,,,2020-11-05,10:26:05.876000,0,0,1,33,N,1,,
1368,1368,0,2018-08-09,1,,,2020-11-05,10:26:05.876000,0,0,1,33,N,1,,
1500,1500,0,2018-08-27,1,,,2020-11-05,10:26:05.998000,0,0,1,395,N,1,,
1369,1369,0,2018-08-09,1,,,2020-11-05,10:26:05.877000,0,0,1,370,N,1,,
1393,1393,0,2018-09-11,1,,,2020-11-05,10:26:05.790000,0,0,1,395,N,1,,
1409,1409,0,2018-08-24,1,,,2022-03-08,11:40:02.539000,0,0,1,179,N,1,,
1394,1394,0,2018-08-17,1,,,2020-11-05,10:26:05.791000,0,0,1,395,N,1,,
1395,1395,0,2018-08-30,1,,,2020-11-05,10:26:05.792000,0,0,1,138,N,1,,
1387,1387,0,2018-08-17,1,,,2020-11-05,10:26:05.807000,0,0,1,402,N,1,,
1410,1410,0,2018-09-11,1,,,2020-11-05,10:26:05.820000,0,0,1,33,N,1,,
1396,1396,0,2018-08-17,1,,,2020-11-05,10:26:05.792000,0,0,1,404,N,1,,
1388,1388,0,2018-08-17,1,,,2020-11-05,10:26:05.810000,0,0,1,401,N,1,,
1389,1389,0,2018-08-17,1,,,2020-11-05,10:26:05.813000,0,0,1,402,N,1,,
1397,1397,0,2018-08-24,1,,,2020-11-05,10:26:05.792000,0,0,1,33,N,1,,
1411,1411,0,2018-09-20,1,,,2020-11-05,10:26:05.820000,0,0,1,33,N,1,,
1398,1398,0,2018-08-24,1,,,2020-11-05,10:26:05.795000,0,0,1,20,N,1,,
1412,1412,0,2018-08-24,1,,,2020-11-05,10:26:05.822000,0,0,1,196,N,1,,
1413,1413,0,2018-12-08,1,,,2020-11-05,10:26:05.823000,0,0,1,53,N,1,,
1401,1401,0,2018-08-13,1,,,2022-04-19,13:37:01.677000,0,0,1,380,N,1,,
1407,1407,0,2018-08-17,1,,,2020-11-05,10:26:05.819000,0,0,1,18,N,1,,
1637,1637,0,2018-10-24,1,,,2020-11-05,10:26:06.137000,0,0,1,297,N,1,,
1408,1408,0,2018-08-24,1,,,2020-11-05,10:26:05.819000,0,0,1,33,N,1,,
1414,1414,0,2018-08-30,1,,,2020-11-05,10:26:05.828000,0,0,1,207,N,1,,
1422,1422,0,2018-08-24,1,,,2020-11-05,10:26:05.829000,0,0,1,409,N,1,,
1246,1246,0,2018-07-25,1,,,2020-11-05,10:26:05.698000,0,0,1,239,N,1,,
1678,1678,0,2018-09-27,1,,,2020-11-05,10:26:06.064000,0,0,1,472,N,1,,
1415,1415,0,2018-08-30,1,,,2020-11-05,10:26:05.832000,0,0,1,207,N,1,,
1519,1519,0,2018-09-11,1,,,2020-11-05,10:26:06.050000,0,0,1,417,N,1,,
1633,1633,0,2018-09-20,1,,,2020-11-05,10:26:06.132000,0,0,1,158,N,1,,
1638,1638,0,2018-09-20,1,,,2020-11-05,10:26:06.140000,0,0,1,30,N,1,,
1635,1635,0,2018-09-27,1,,,2020-11-05,10:26:06.138000,0,0,1,272,N,1,,
1679,1679,0,2018-10-05,1,,,2020-11-05,10:26:06.085000,0,0,1,5,N,1,,
1636,1636,0,2018-09-27,1,,,2020-11-05,10:26:06.139000,0,0,1,135,N,1,,
1390,1390,0,2018-08-15,1,,,2020-11-05,10:26:05.861000,0,0,1,33,N,1,,
1399,1399,0,2018-09-19,1,,,2020-11-05,10:26:05.796000,0,0,1,33,N,1,,
1391,1391,0,2018-08-15,1,,,2020-11-05,10:26:05.861000,0,0,1,33,N,1,,
1400,1400,0,2018-09-11,1,,,2020-11-05,10:26:05.797000,0,0,1,33,N,1,,
1402,1402,0,2018-08-17,1,,,2020-11-05,10:26:05.815000,0,0,1,342,N,1,,
1423,1423,0,2018-12-15,1,,,2020-11-05,10:26:05.839000,0,0,1,410,N,1,,
1403,1403,0,2018-08-24,1,,,2020-11-05,10:26:05.818000,0,0,1,405,N,1,,
1404,1404,0,2019-01-14,1,,,2020-11-05,10:26:05.818000,0,0,1,4,N,1,,
1424,1424,0,2018-11-02,1,,,2020-11-05,10:26:05.840000,0,0,1,80,N,1,,
1405,1405,0,2018-08-27,1,,,2020-11-05,10:26:05.797000,0,0,1,17,N,1,,
1425,1425,0,2018-08-24,1,,,2020-11-05,10:26:05.855000,0,0,1,411,N,1,,
1406,1406,0,2018-08-17,1,,,2020-11-05,10:26:05.819000,0,0,1,406,N,1,,
1426,1426,0,2018-08-27,1,,,2023-08-30,12:31:52.795000,0,0,1,412,N,1,,
1427,1427,0,2018-08-30,1,,,2020-11-05,10:26:05.861000,0,0,1,363,N,1,,
1428,1428,0,2018-11-02,1,,,2020-11-05,10:26:05.862000,0,0,1,33,N,1,,
1419,1419,0,2018-11-12,1,,,2020-11-05,10:26:05.855000,0,0,1,408,N,1,,
1429,1429,0,2018-08-24,1,,,2020-11-05,10:26:05.745000,0,0,1,10,N,1,,
1420,1420,0,2018-11-12,1,,,2020-11-05,10:26:05.858000,0,0,1,408,N,1,,
1480,1480,0,2018-09-11,1,,,2020-11-05,10:26:06.002000,0,0,1,429,N,1,,
1421,1421,0,2018-11-12,1,,,2020-11-05,10:26:05.860000,0,0,1,408,N,1,,
1430,1430,0,2018-08-24,1,,,2020-11-05,10:26:05.839000,0,0,1,10,N,1,,
1508,1508,0,2018-09-27,1,,,2020-11-05,10:26:06.021000,0,0,1,136,N,1,,
1431,1431,0,2018-08-24,1,,,2020-11-05,10:26:05.862000,0,0,1,50,N,1,,
1639,1639,0,2021-03-08,1,,,2021-03-08,13:26:44.831000,0,0,1,280,N,1,,
1432,1432,0,2018-08-30,1,,,2020-11-05,10:26:05.863000,0,0,1,20,N,1,,
1680,1680,0,2018-11-02,1,,,2020-11-05,10:26:06.088000,0,0,1,4,N,1,,
1433,1433,0,2018-08-27,1,,,2020-11-05,10:26:05.864000,0,0,1,26,N,1,,
1465,1465,0,2018-11-01,1,,,2020-11-05,10:26:05.883000,0,0,1,425,N,1,,
1434,1434,0,2018-08-24,1,,,2020-11-05,10:26:05.864000,0,0,1,26,N,1,,
1640,1640,,,1,,,2018-12-18,10:11:09.401000,,,,280,N,,,
1511,1511,0,2018-09-27,1,,,2020-11-05,10:26:06.036000,0,0,1,38,N,1,,
1466,1466,0,2018-09-11,1,,,2020-11-05,10:26:05.909000,0,0,1,97,N,1,,
1506,1506,0,2018-08-31,1,,,2020-11-05,10:26:06.016000,0,0,1,297,N,1,,
1520,1520,0,2018-09-11,1,,,2022-02-02,11:24:07.587000,0,0,1,417,N,1,,
1522,1522,0,2018-09-11,1,,,2020-11-05,10:26:06.031000,0,0,1,77,N,1,,
1512,1512,0,2018-08-31,1,,,2020-11-05,10:26:06.038000,0,0,1,17,N,1,,
1507,1507,0,2018-08-30,1,,,2020-11-05,10:26:06.021000,0,0,1,297,N,1,,
1501,1501,0,2018-08-30,1,,,2020-11-05,10:26:06.030000,0,0,1,136,N,1,,
1509,1509,0,2018-09-27,1,,,2020-11-05,10:26:06.022000,0,0,1,203,N,1,,
1510,1510,0,2018-09-27,1,,,2020-11-05,10:26:06.026000,0,0,1,437,N,1,,
1513,1513,0,2018-10-25,1,,,2020-11-05,10:26:06.023000,0,0,1,233,N,1,,
1514,1514,0,2018-10-25,1,,,2020-11-05,10:26:06.041000,0,0,1,233,N,1,,
1515,1515,0,2018-09-11,1,,,2020-11-05,10:26:06.043000,0,0,1,33,N,1,,
1516,1516,0,2018-09-11,1,,,2020-11-05,10:26:06.043000,0,0,1,370,N,1,,
1517,1517,0,2018-09-11,1,,,2020-11-05,10:26:06.044000,0,0,1,291,N,1,,
1518,1518,0,2018-09-20,1,,,2020-11-05,10:26:06.040000,0,0,1,438,N,1,,
1441,1441,0,2018-08-30,1,,,2020-11-05,10:26:05.864000,0,0,1,414,N,1,,
1526,1526,0,2018-10-24,1,,,2020-11-05,10:26:06.040000,0,0,1,232,N,1,,
1681,1681,0,2018-10-05,1,,,2020-11-05,10:26:06.121000,0,0,1,46,N,1,,
1683,1683,0,2018-09-27,1,,,2020-11-05,10:26:06.145000,0,0,1,125,N,1,,
1641,1641,0,2018-11-10,1,,,2020-11-05,10:26:06.050000,0,0,1,33,N,1,,
1523,1523,0,2018-09-11,1,,,2020-11-05,10:26:06.046000,0,0,1,439,N,1,,
1685,1685,0,2018-10-15,1,,,2020-11-05,10:26:06.155000,0,0,1,6,N,1,,
1450,1450,0,2018-10-05,1,,,2020-11-05,10:26:05.863000,0,0,1,416,N,1,,
1524,1524,0,2018-09-05,1,,,2020-11-05,10:26:06.051000,0,0,1,440,N,1,,
1690,1690,0,2018-11-02,1,,,2020-11-05,10:26:06.122000,0,0,1,14,N,1,,
1451,1451,0,2018-08-27,1,,,2020-11-05,10:26:05.865000,0,0,1,417,N,1,,
1452,1452,0,2018-08-24,1,,,2021-08-13,17:03:57.452000,0,0,1,249,N,1,,
1684,1684,0,2018-10-24,1,,,2020-11-05,10:26:06.149000,0,0,1,138,N,1,,
1527,1527,0,2018-09-03,1,,,2020-11-05,10:26:06.047000,0,0,1,440,N,1,,
1645,1645,0,2018-11-16,1,,,2020-11-05,10:26:05.791000,0,0,1,33,N,1,,
1642,1642,0,2018-09-19,1,,,2020-11-05,10:26:06.137000,0,0,1,33,N,1,,
1686,1686,0,2018-10-15,1,,,2020-11-05,10:26:06.187000,0,0,1,90,N,1,,
1643,1643,0,2018-11-02,1,,,2020-11-05,10:26:06.141000,0,0,1,33,N,1,,
1646,1646,0,2018-09-21,1,,,2022-08-30,12:26:55.909000,0,0,1,463,N,1,,
1687,1687,0,2018-09-27,1,,,2020-11-05,10:26:06.191000,0,0,1,463,N,1,,
1644,1644,0,2018-09-20,1,,,2020-11-05,10:26:06.148000,0,0,1,462,N,1,,
1647,1647,0,2018-09-27,1,,,2020-11-05,10:26:06.150000,0,0,1,77,N,1,,
1648,1648,,,1,,,2018-09-19,12:42:25.894000,,,,77,N,,,
1445,1445,0,2018-09-11,1,,,2020-11-05,10:26:05.865000,0,0,1,33,N,1,,
1446,1446,0,2018-09-11,1,,,2020-11-05,10:26:05.868000,0,0,1,33,N,1,,
1447,1447,0,2018-08-27,1,,,2020-11-05,10:26:05.872000,0,0,1,33,N,1,,
1448,1448,0,2018-08-27,1,,,2020-11-05,10:26:05.876000,0,0,1,33,N,1,,
1649,1649,0,2018-11-01,1,,,2020-11-05,10:26:06.155000,0,0,1,158,N,1,,
1650,1650,0,2018-09-27,1,,,2020-11-05,10:26:06.172000,0,0,1,464,N,1,,
1651,1651,0,2018-11-01,1,,,2020-11-05,10:26:06.177000,0,0,1,183,N,1,,
1629,1629,0,2018-09-19,1,,,2020-11-05,10:26:06.137000,0,0,1,386,N,1,,
1652,1652,0,2018-10-24,1,,,2020-11-05,10:26:06.178000,0,0,1,161,N,1,,
1700,1700,0,2018-10-05,1,,,2023-10-27,14:34:34.871000,0,0,1,26,N,1,,
1657,1657,0,2018-09-27,1,,,2020-11-05,10:26:06.184000,0,0,1,246,N,1,,
1691,1691,0,2018-10-05,1,,,2020-11-05,10:26:06.188000,0,0,1,71,N,1,,
1692,1692,0,2018-10-05,1,,,2020-11-05,10:26:06.197000,0,0,1,136,N,1,,
1696,1696,0,2018-10-05,1,,,2023-08-02,13:18:28.895000,0,0,1,474,N,1,,
1694,1694,0,2018-11-01,1,,,2020-11-05,10:26:06.207000,0,0,1,220,N,1,,
1688,1688,0,2018-09-27,1,,,2022-08-30,12:26:48.665000,0,0,1,463,N,1,,
1695,1695,0,2018-10-15,1,,,2020-11-05,10:26:06.211000,0,0,1,97,N,1,,
1689,1689,0,2018-10-15,1,,,2020-11-05,10:26:06.207000,0,0,1,382,N,1,,
1481,1481,0,2018-08-30,1,,,2020-11-05,10:26:06.005000,0,0,1,430,N,1,,
1435,1435,0,2018-09-11,1,,,2020-11-05,10:26:06.031000,0,0,1,195,N,1,,
1439,1439,0,2018-08-24,1,,,2020-11-05,10:26:05.804000,0,0,1,413,N,1,,
1482,1482,0,2018-08-30,1,,,2020-11-05,10:26:06.005000,0,0,1,98,N,1,,
1436,1436,0,2018-08-24,1,,,2020-11-05,10:26:05.742000,0,0,1,11,N,1,,
1443,1443,0,2018-08-24,1,,,2020-11-05,10:26:05.865000,0,0,1,33,N,1,,
1437,1437,0,2018-08-24,1,,,2020-11-05,10:26:05.768000,0,0,1,50,N,1,,
1458,1458,0,2018-08-30,1,,,2020-11-05,10:26:05.911000,0,0,1,422,N,1,,
1438,1438,0,2018-09-20,1,,,2020-11-05,10:26:05.802000,0,0,1,20,N,1,,
1444,1444,0,2018-09-11,1,,,2020-11-05,10:26:05.865000,0,0,1,33,N,1,,
1440,1440,0,2018-09-11,1,,,2020-11-05,10:26:05.862000,0,0,1,212,N,1,,
1442,1442,0,2018-08-24,1,,,2020-11-05,10:26:05.864000,0,0,1,415,N,1,,
1459,1459,0,2018-08-24,1,,,2020-11-05,10:26:05.914000,0,0,1,423,N,1,,
1449,1449,0,2018-11-02,1,,,2020-11-05,10:26:05.876000,0,0,1,18,N,1,,
1453,1453,0,2018-08-24,1,,,2020-11-05,10:26:05.882000,0,0,1,418,N,1,,
1454,1454,0,2018-08-24,1,,,2020-11-05,10:26:05.907000,0,0,1,419,N,1,,
1455,1455,0,2018-09-11,1,,,2020-11-05,10:26:05.908000,0,0,1,420,N,1,,
1456,1456,0,2018-08-22,1,,,2020-11-05,10:26:05.877000,0,0,1,19,N,1,,
1457,1457,0,2018-09-24,1,,,2020-11-05,10:26:05.910000,0,0,1,421,N,1,,
1460,1460,0,2018-09-11,1,,,2020-11-05,10:26:05.915000,0,0,1,45,N,1,,
1701,1701,0,2018-10-05,1,,,2020-11-05,10:26:06.118000,0,0,1,26,N,1,,
1461,1461,0,2018-11-02,1,,,2020-11-05,10:26:05.916000,0,0,1,45,N,1,,
1708,1708,0,2019-04-08,1,,,2020-11-05,10:26:06.214000,0,0,1,157,N,1,,
1462,1462,0,2018-08-30,1,,,2020-11-05,10:26:05.919000,0,0,1,334,N,1,,
1702,1702,0,2018-10-15,1,,,2020-11-05,10:26:06.138000,0,0,1,446,N,1,,
1463,1463,0,2018-08-30,1,,,2020-11-05,10:26:05.920000,0,0,1,424,N,1,,
1710,1710,0,2018-10-15,1,,,2020-11-05,10:26:06.215000,0,0,1,12,N,1,,
1464,1464,0,2018-09-11,1,,,2020-11-05,10:26:05.920000,0,0,1,141,N,1,,
1703,1703,0,2018-10-05,1,,,2020-11-05,10:26:06.170000,0,0,1,5,N,1,,
1467,1467,0,2018-08-30,1,,,2020-11-05,10:26:05.918000,0,0,1,203,N,1,,
1697,1697,0,2018-10-24,1,,,2020-11-05,10:26:06.298000,0,0,1,383,N,1,,
1468,1468,0,2018-09-11,1,,,2020-11-05,10:26:05.920000,0,0,1,51,N,1,,
1709,1709,0,2018-10-05,1,,,2020-11-05,10:26:06.219000,0,0,1,121,N,1,,
1469,1469,0,2018-08-27,1,,,2020-11-05,10:26:05.923000,0,0,1,223,N,1,,
1654,1654,0,2018-10-05,1,,,2022-07-29,11:10:52.514000,0,0,1,465,N,1,,
1470,1470,0,2018-09-20,1,,,2020-11-05,10:26:05.927000,0,0,1,426,N,1,,
1704,1704,0,2018-10-15,1,,,2020-11-05,10:26:06.190000,0,0,1,475,N,1,,
1471,1471,0,2018-08-27,1,,,2020-11-05,10:26:05.928000,0,0,1,427,N,1,,
1472,1472,0,2018-08-30,1,,,2020-11-05,10:26:05.929000,0,0,1,427,N,1,,
1473,1473,0,2018-09-20,1,,,2020-11-05,10:26:05.931000,0,0,1,428,N,1,,
1705,1705,0,2018-11-06,1,,,2020-11-05,10:26:06.201000,0,0,1,83,N,1,,
1474,1474,0,2018-09-11,1,,,2020-11-05,10:26:05.932000,0,0,1,158,N,1,,
1711,1711,0,2018-10-05,1,,,2020-11-05,10:26:06.219000,0,0,1,46,N,1,,
1475,1475,0,2018-08-24,1,,,2020-11-05,10:26:05.934000,0,0,1,17,N,1,,
1706,1706,0,2018-10-15,1,,,2020-11-05,10:26:06.211000,0,0,1,476,N,1,,
1476,1476,0,2018-08-27,1,,,2020-11-05,10:26:05.938000,0,0,1,17,N,1,,
1477,1477,0,2018-09-11,1,,,2020-11-05,10:26:05.940000,0,0,1,17,N,1,,
1478,1478,0,2018-09-11,1,,,2020-11-05,10:26:05.942000,0,0,1,46,N,1,,
1707,1707,0,2018-11-01,1,,,2020-11-05,10:26:06.211000,0,0,1,364,N,1,,
1479,1479,0,2018-08-23,1,,,2020-11-05,10:26:05.976000,0,0,1,429,N,1,,
1712,1712,0,2018-10-05,1,,,2020-11-10,11:50:55.696000,0,0,1,136,N,1,,
1713,1713,0,2018-10-05,1,,,2024-08-28,11:08:06.612000,0,0,1,477,N,1,,
1714,1714,0,2018-10-05,1,,,2020-11-05,10:26:06.221000,0,0,1,477,N,1,,
1486,1486,0,2018-08-24,1,,,2020-11-05,10:26:05.999000,0,0,1,385,N,1,,
1487,1487,0,2018-08-30,1,,,2020-11-05,10:26:06.011000,0,0,1,433,N,1,,
1488,1488,0,2018-08-30,1,,,2020-11-05,10:26:06.014000,0,0,1,350,N,1,,
1715,1715,0,2018-10-15,1,,,2020-11-05,10:26:06.222000,0,0,1,478,N,1,,
1525,1525,0,2018-09-20,1,,,2020-11-05,10:26:06.028000,0,0,1,5,N,1,,
1521,1521,0,2018-09-11,1,,,2020-11-05,10:26:06.137000,0,0,1,199,N,1,,
1489,1489,0,2018-11-01,1,,,2020-11-05,10:26:06.040000,0,0,1,434,N,1,,
5558,5558,0,2020-11-12,3,,"- Presupuesto Presupuestado la fecha: 12/11/20
- Presupuesto Aceptado la fecha: 12/11/20",2020-11-26,14:33:36.050000,0,0,1,51,N,1,,
1528,1528,0,2018-10-09,1,,,2020-11-05,10:26:06.052000,0,0,1,441,N,1,,
1535,1535,0,2019-12-05,1,,,2020-11-05,10:26:06.055000,0,0,1,135,N,1,,
1581,1581,0,2018-09-11,1,,,2020-11-05,10:26:06.120000,0,0,1,302,N,1,,
1653,1653,0,2018-10-05,1,,,2020-11-05,10:26:06.185000,0,0,1,46,N,1,,
1538,1538,0,2018-10-24,1,,,2020-11-05,10:26:06.055000,0,0,1,83,N,1,,
1490,1490,0,2018-09-12,1,,,2020-12-01,15:57:51.366000,0,0,1,26,N,1,,
1529,1529,0,2018-09-20,1,,,2020-11-05,10:26:06.055000,0,0,1,261,N,1,,
1536,1536,0,2018-09-11,1,,,2020-11-05,10:26:06.058000,0,0,1,444,N,1,,
1720,1720,0,2018-10-16,1,,,2020-11-05,10:26:06.223000,0,0,1,33,N,1,,
1530,1530,0,2018-09-11,1,,,2021-07-22,10:04:20.902000,0,0,1,351,N,1,,
1655,1655,0,2018-10-05,1,,,2020-11-05,10:26:06.174000,0,0,1,466,N,1,,
1491,1491,0,2018-09-12,1,,,2020-11-05,10:26:06.043000,0,0,1,26,N,1,,
1531,1531,0,2018-09-11,1,,,2020-11-05,10:26:05.935000,0,0,1,442,N,1,,
1716,1716,0,2018-10-15,1,,,2020-11-05,10:26:06.226000,0,0,1,403,N,1,,
1656,1656,0,2018-10-05,1,,,2020-11-05,10:26:06.181000,0,0,1,277,N,1,,
1723,1723,0,2018-10-15,1,,,2020-11-05,10:26:06.229000,0,0,1,400,N,1,,
1717,1717,0,2018-10-05,1,,,2020-11-05,10:26:06.228000,0,0,1,26,N,1,,
1718,1718,0,2018-10-15,1,,,2020-11-05,10:26:06.229000,0,0,1,80,N,1,,
1724,1724,0,2018-11-01,1,,,2020-11-05,10:26:06.231000,0,0,1,41,N,1,,
1719,1719,0,2018-10-15,1,,,2020-11-05,10:26:06.229000,0,0,1,209,N,1,,
