IDREPARACION,FECHA,HORA,ESTADO
3627,2019-10-26,12:53:02.914000,3
3640,2019-10-26,12:54:41.674000,3
3639,2019-10-26,12:55:27.021000,3
3504,2019-10-28,09:23:23.787000,3
3638,2019-10-28,10:07:02.202000,3
3048,2019-10-28,10:37:08.362000,3
3478,2019-10-28,10:37:33.076000,3
3477,2019-10-28,10:37:49.580000,3
3642,2019-10-28,11:46:02.393000,1
3631,2019-10-28,12:42:02.606000,3
3643,2019-10-28,14:48:36.794000,1
3644,2019-10-28,16:03:27.815000,1
3645,2019-10-28,16:06:01.766000,1
3582,2019-10-28,17:55:34.693000,3
3646,2019-10-29,10:24:25.915000,1
3600,2019-10-29,12:18:05.584000,3
3647,2019-10-29,12:48:51.860000,1
3648,2019-10-29,15:03:25.126000,1
3649,2019-10-30,10:18:05.769000,1
3650,2019-10-30,10:25:08.826000,1
3651,2019-10-30,11:04:58.365000,1
3652,2019-10-30,11:07:02.728000,1
3653,2019-10-30,11:07:09.046000,1
3654,2019-10-30,11:09:28.252000,1
3629,2019-10-30,11:15:53.870000,3
3644,2019-10-30,11:16:07.518000,3
3645,2019-10-30,11:16:22.158000,3
3649,2019-10-30,13:28:16.060000,3
3635,2019-10-30,14:15:59.474000,3
3655,2019-10-30,14:22:03.228000,1
3656,2019-10-30,15:27:56.545000,1
3657,2019-10-30,17:19:36.054000,1
3655,2019-10-31,09:10:46.452000,3
3647,2019-10-31,09:10:58.368000,3
3658,2019-10-31,11:06:26.281000,1
3625,2019-10-31,11:24:03.796000,3
3632,2019-10-31,14:41:22.472000,3
3652,2019-10-31,16:07:29.127000,3
3659,2019-10-31,16:39:09.859000,1
3660,2019-10-31,16:39:28.502000,1
3607,2019-10-31,16:47:40.410000,3
3552,2019-10-31,17:00:37.894000,3
3551,2019-10-31,17:01:01.763000,3
3661,2019-11-01,10:27:20.646000,1
3662,2019-11-01,10:43:54.393000,1
3663,2019-11-01,11:51:45.431000,1
3664,2019-11-01,11:57:25.258000,1
3665,2019-11-01,12:41:00.077000,1
3666,2019-11-01,12:54:20.805000,1
3667,2019-11-01,12:58:01.817000,1
3615,2019-11-01,14:21:49.747000,3
3616,2019-11-01,14:22:19.949000,3
3557,2019-11-01,16:33:26.649000,3
3460,2019-11-01,16:34:58.953000,3
3637,2019-11-01,16:48:18.747000,3
3668,2019-11-01,17:28:25.383000,1
3669,2019-11-02,10:01:33.526000,1
3670,2019-11-02,10:48:33.352000,1
3646,2019-11-02,11:12:08.104000,3
3219,2019-11-02,11:22:55.557000,3
3220,2019-11-02,11:23:20.045000,3
3670,2019-11-02,11:25:26.945000,3
3671,2019-11-02,11:31:46.775000,1
3662,2019-11-02,12:32:45.299000,3
3672,2019-11-04,08:58:57.764000,1
3669,2019-11-04,09:10:59.780000,3
3661,2019-11-04,09:11:51.704000,3
3673,2019-11-04,09:49:38.779000,1
3674,2019-11-04,10:44:13.501000,1
3675,2019-11-04,11:31:10.017000,1
3676,2019-11-04,11:33:21.525000,1
3677,2019-11-04,11:35:19.327000,1
1320,2019-11-04,12:06:15.319000,3
3678,2019-11-04,12:37:48.628000,1
3537,2019-11-04,13:03:40.847000,3
3623,2019-11-04,13:04:42.058000,3
3657,2019-11-04,13:05:35.838000,3
3592,2019-11-04,13:08:15.123000,3
3593,2019-11-04,13:12:12.024000,3
3594,2019-11-04,13:12:35.886000,3
3595,2019-11-04,13:13:06.738000,3
3596,2019-11-04,13:13:23.250000,3
3603,2019-11-04,13:13:45.932000,3
3664,2019-11-04,13:59:22.650000,3
3656,2019-11-04,14:46:04.769000,3
3679,2019-11-04,15:02:56.118000,1
3680,2019-11-04,15:14:29.725000,1
3606,2019-11-04,15:53:54.084000,3
3672,2019-11-04,16:03:03.115000,3
3681,2019-11-04,16:42:25.296000,1
3682,2019-11-04,16:43:03.783000,1
3683,2019-11-05,09:26:21.721000,1
3674,2019-11-05,10:29:07.528000,3
3684,2019-11-05,11:04:48.495000,1
3685,2019-11-05,11:32:18.062000,1
3686,2019-11-05,11:34:20.348000,1
3687,2019-11-05,13:06:25.502000,1
3688,2019-11-05,13:15:21.892000,1
3689,2019-11-05,14:51:14.325000,1
3690,2019-11-05,16:24:22.762000,1
3691,2019-11-05,16:32:37.980000,1
3692,2019-11-05,16:34:50.483000,1
3693,2019-11-05,16:35:52.797000,1
3694,2019-11-05,16:38:53.480000,1
3695,2019-11-05,16:39:11.599000,1
3696,2019-11-05,16:43:13.943000,1
2963,2019-11-05,17:15:44.719000,3
3697,2019-11-05,17:17:57.387000,1
3683,2019-11-06,10:20:49.771000,3
3698,2019-11-06,11:06:56.549000,1
3699,2019-11-06,12:34:30.317000,1
3700,2019-11-06,14:05:57.146000,1
3666,2019-11-06,15:41:57.776000,3
3667,2019-11-06,15:42:35.931000,3
3678,2019-11-06,16:53:09.207000,3
3701,2019-11-06,17:46:04.175000,1
3685,2019-11-06,17:59:20.094000,3
3636,2019-11-07,09:11:52.542000,3
3702,2019-11-07,09:13:31.237000,1
3703,2019-11-07,09:43:15.219000,1
3704,2019-11-07,10:47:40.524000,1
3705,2019-11-07,11:20:06.174000,1
3706,2019-11-07,12:21:40.269000,1
3668,2019-11-07,13:48:18.757000,3
3704,2019-11-07,14:05:47.994000,3
3643,2019-11-07,14:06:12.369000,3
3707,2019-11-07,15:48:06.200000,1
3658,2019-11-07,15:53:48.096000,3
3699,2019-11-07,15:54:14.761000,3
3702,2019-11-07,16:54:50.229000,3
3708,2019-11-07,17:12:44.274000,1
3709,2019-11-07,17:15:12.623000,1
3663,2019-11-07,17:42:34.922000,3
3691,2019-11-07,17:52:09.087000,3
3693,2019-11-07,17:52:19.376000,3
3694,2019-11-07,17:52:30.365000,3
3418,2019-11-07,17:53:28.953000,3
3679,2019-11-08,09:36:56.922000,3
3650,2019-11-08,09:41:32.610000,3
3648,2019-11-08,09:44:10.326000,3
3680,2019-11-08,12:22:00.825000,3
3696,2019-11-08,13:10:59.442000,3
3673,2019-11-08,17:02:41.486000,3
3710,2019-11-08,17:11:34.601000,1
3711,2019-11-09,10:43:09.863000,1
3712,2019-11-09,10:47:34.315000,1
3713,2019-11-09,10:49:12.237000,1
3714,2019-11-09,12:20:47.776000,1
3715,2019-11-09,12:23:12.406000,1
3716,2019-11-11,09:09:26.570000,1
3717,2019-11-11,09:45:53.306000,1
3718,2019-11-11,10:02:57.450000,1
3719,2019-11-11,10:20:53.086000,1
3719,2019-11-11,11:32:59.445000,3
3720,2019-11-11,12:55:31.354000,1
3610,2019-11-11,13:06:43.494000,3
3697,2019-11-11,13:50:12.529000,3
3688,2019-11-11,15:58:04.169000,3
3721,2019-11-11,16:07:32.002000,1
3722,2019-11-11,17:54:17.021000,1
3723,2019-11-12,09:02:27.691000,1
3724,2019-11-12,09:08:01.074000,1
3725,2019-11-12,09:13:23.257000,1
3726,2019-11-12,11:01:49.857000,1
3716,2019-11-12,12:24:44.540000,3
3727,2019-11-12,13:31:49.514000,1
3728,2019-11-12,13:47:00.346000,1
3698,2019-11-12,15:00:24.160000,3
3726,2019-11-12,15:44:20.121000,3
3729,2019-11-12,17:57:04.769000,1
3730,2019-11-12,17:59:32.962000,1
3731,2019-11-13,09:46:42.260000,1
3732,2019-11-13,11:00:01.325000,1
3689,2019-11-13,11:34:28.411000,3
3641,2019-11-13,13:23:40.865000,3
3733,2019-11-13,15:25:24.427000,1
3721,2019-11-13,15:59:36.895000,3
3734,2019-11-13,16:08:57.244000,1
3653,2019-11-13,17:58:07.132000,3
3651,2019-11-13,17:58:32.519000,3
3654,2019-11-13,17:58:45.721000,3
3735,2019-11-14,09:39:46.814000,1
3736,2019-11-14,09:59:49.587000,1
3709,2019-11-14,10:58:05.002000,3
3708,2019-11-14,10:58:19.490000,3
3686,2019-11-14,10:58:30.782000,3
3700,2019-11-14,11:25:11.024000,3
3737,2019-11-14,11:48:15.242000,1
3724,2019-11-14,13:22:35.177000,3
3690,2019-11-14,13:22:52.995000,3
3706,2019-11-14,13:32:14.022000,3
3738,2019-11-14,16:52:52.355000,1
3733,2019-11-14,17:02:24.163000,3
3739,2019-11-14,17:22:38.733000,1
3740,2019-11-14,17:34:25.131000,1
3735,2019-11-14,17:46:57.484000,3
3741,2019-11-15,09:19:37.090000,1
3584,2019-11-15,09:47:11.799000,3
3585,2019-11-15,09:47:43.596000,3
3742,2019-11-15,09:50:29.671000,1
3737,2019-11-15,10:24:05.497000,3
3743,2019-11-15,12:47:21.541000,1
3744,2019-11-15,13:47:49.371000,1
3710,2019-11-15,14:08:11.247000,3
3742,2019-11-15,17:06:42.073000,3
3729,2019-11-15,17:42:13.392000,3
3730,2019-11-15,17:42:24.856000,3
3711,2019-11-16,12:20:29.217000,3
3712,2019-11-16,12:22:11.658000,2
3713,2019-11-16,12:23:48.800000,3
3745,2019-11-19,09:19:54.139000,1
3746,2019-11-19,09:36:24.331000,1
3747,2019-11-19,10:42:13.849000,1
3748,2019-11-19,10:44:22.348000,1
3749,2019-11-19,10:48:36.837000,1
3642,2019-11-19,11:14:31.792000,3
3705,2019-11-19,11:19:54.262000,3
3750,2019-11-19,12:44:22.531000,1
3701,2019-11-19,13:46:21.123000,3
3746,2019-11-19,14:03:47.658000,3
3734,2019-11-19,14:05:16.063000,3
3751,2019-11-19,14:38:16.212000,1
3752,2019-11-19,14:42:00.995000,1
3743,2019-11-19,15:40:13.759000,3
3749,2019-11-19,16:45:12.768000,3
3753,2019-11-20,10:34:07.689000,1
3754,2019-11-20,10:58:21.439000,1
3736,2019-11-20,11:20:22.970000,3
3681,2019-11-20,11:46:33.975000,3
3682,2019-11-20,11:46:51.168000,3
3728,2019-11-20,11:49:37.901000,3
3755,2019-11-20,13:15:00.966000,1
3756,2019-11-20,16:23:00.007000,1
3757,2019-11-20,16:25:49.909000,1
3758,2019-11-20,16:28:34.386000,1
3759,2019-11-20,16:28:59.153000,1
3760,2019-11-20,16:35:14.280000,1
3720,2019-11-20,16:35:26.128000,3
3723,2019-11-20,16:38:06.955000,3
3761,2019-11-21,09:24:08.406000,1
3762,2019-11-21,09:33:09.350000,1
3763,2019-11-21,10:16:08.919000,1
3764,2019-11-21,10:19:46.015000,1
3765,2019-11-21,10:42:39.160000,1
3766,2019-11-21,10:44:04.287000,1
3767,2019-11-21,11:00:11.217000,1
3714,2019-11-21,12:19:47.267000,3
3768,2019-11-21,13:34:33.587000,1
3769,2019-11-21,14:34:18.045000,1
3770,2019-11-21,14:34:41.381000,1
3771,2019-11-21,14:36:31.136000,1
3772,2019-11-21,15:36:21.202000,1
3687,2019-11-21,16:30:34.588000,3
3756,2019-11-21,16:31:19.273000,3
3773,2019-11-22,09:57:29.159000,1
3762,2019-11-22,10:05:42.301000,3
3774,2019-11-22,10:41:53.267000,1
3775,2019-11-22,11:42:23.448000,1
3771,2019-11-22,11:52:48.046000,3
3770,2019-11-22,11:53:02.417000,3
3769,2019-11-22,11:53:54.845000,3
3752,2019-11-22,12:41:49.246000,3
3761,2019-11-22,12:42:10.149000,3
3776,2019-11-22,13:28:52.048000,1
3777,2019-11-22,13:36:10.110000,1
3739,2019-11-22,16:33:23.563000,3
3778,2019-11-22,17:24:41.731000,1
3767,2019-11-22,17:28:48.449000,3
3779,2019-11-22,17:36:09.233000,1
3774,2019-11-23,09:33:36.057000,3
3773,2019-11-23,10:02:50.105000,3
3764,2019-11-23,10:36:41.873000,3
3780,2019-11-23,10:39:00.773000,1
3781,2019-11-23,11:07:18.691000,1
3782,2019-11-23,11:11:44.804000,1
2943,2019-11-23,11:19:39.166000,3
3695,2019-11-25,11:32:33.777000,3
3783,2019-11-25,11:58:07.564000,1
3784,2019-11-25,11:59:29.079000,1
3785,2019-11-25,12:21:53.438000,1
3740,2019-11-25,13:03:40.022000,3
3786,2019-11-25,13:21:03.223000,1
3787,2019-11-25,13:23:32.364000,1
3676,2019-11-25,13:25:29.307000,3
3624,2019-11-25,13:30:58.371000,3
3788,2019-11-25,13:48:08.652000,1
3789,2019-11-25,13:50:59.947000,1
3790,2019-11-25,14:06:54.717000,1
3791,2019-11-25,14:08:50.919000,1
3753,2019-11-25,14:55:40.812000,3
3792,2019-11-25,16:09:06.939000,1
3722,2019-11-25,16:44:12.146000,3
3793,2019-11-25,16:51:38.598000,1
3794,2019-11-26,09:46:09.653000,1
3795,2019-11-26,11:25:09.632000,1
3796,2019-11-26,11:42:08.599000,1
3797,2019-11-26,11:45:39.245000,1
3798,2019-11-26,13:01:13.370000,1
3799,2019-11-26,13:16:07.026000,1
3800,2019-11-26,13:19:46.861000,1
3684,2019-11-26,14:04:06.597000,3
3777,2019-11-26,14:14:45.213000,3
3727,2019-11-26,15:07:49.122000,3
3801,2019-11-26,15:54:59.646000,1
3802,2019-11-26,15:57:17.824000,1
3177,2019-11-26,16:03:51.890000,3
3775,2019-11-26,16:12:10.044000,3
3712,2019-11-26,16:43:27.871000,3
3789,2019-11-26,16:58:37.717000,3
3782,2019-11-26,16:58:48.494000,3
3781,2019-11-26,16:59:32.339000,3
3707,2019-11-26,17:00:20.920000,3
3785,2019-11-26,17:20:29.742000,3
3731,2019-11-27,09:49:37.753000,3
3803,2019-11-27,10:06:35.620000,1
3732,2019-11-27,10:13:26.677000,3
3776,2019-11-27,10:14:04.161000,3
3793,2019-11-27,10:36:06.657000,3
3804,2019-11-27,11:30:14.150000,1
3805,2019-11-27,11:55:57.634000,1
3806,2019-11-27,12:06:07.844000,1
3807,2019-11-27,16:51:33.684000,1
3808,2019-11-27,16:54:26.263000,1
3809,2019-11-27,17:04:21.177000,1
3703,2019-11-27,17:05:22.047000,3
3741,2019-11-27,17:05:51.486000,3
3805,2019-11-27,17:12:03.757000,3
3810,2019-11-28,09:24:51.070000,1
3811,2019-11-28,10:04:06.669000,1
3812,2019-11-28,10:04:49.437000,1
3779,2019-11-28,10:05:43.298000,3
3755,2019-11-28,12:28:06.282000,3
3813,2019-11-28,13:15:50.792000,1
3814,2019-11-28,13:17:12.636000,1
3815,2019-11-28,13:18:11.141000,1
3747,2019-11-28,13:41:42.186000,3
3748,2019-11-28,13:41:55.481000,3
3791,2019-11-28,13:43:19.024000,3
3768,2019-11-28,14:09:26.728000,3
3744,2019-11-28,14:15:49.638000,3
3675,2019-11-28,14:30:49.423000,3
3754,2019-11-28,14:37:52.254000,3
3778,2019-11-28,14:38:09.492000,3
3738,2019-11-28,14:48:09.327000,3
3816,2019-11-28,15:30:55.740000,1
3817,2019-11-28,15:32:26.099000,1
3671,2019-11-28,16:43:09.030000,3
3818,2019-11-28,16:48:21.043000,1
3806,2019-11-28,17:54:01.535000,3
3819,2019-11-29,10:01:24.187000,1
3715,2019-11-29,11:46:14.401000,3
3820,2019-11-29,17:53:55.333000,1
3660,2019-11-30,12:38:14.575000,3
3659,2019-11-30,12:38:41.565000,3
3821,2019-11-30,12:57:17.305000,1
3798,2019-12-02,10:00:06.429000,3
3822,2019-12-02,10:03:15.486000,1
3343,2019-12-02,10:39:53.373000,3
3816,2019-12-02,11:18:39.239000,3
3817,2019-12-02,11:18:49.347000,3
3823,2019-12-02,13:17:49.094000,1
3824,2019-12-02,13:56:39.690000,1
3790,2019-12-02,14:29:59.538000,3
3786,2019-12-02,14:47:00.310000,3
3825,2019-12-02,15:22:55.184000,1
3826,2019-12-02,17:32:25.627000,1
3821,2019-12-02,17:38:01.858000,3
3827,2019-12-03,10:23:09.374000,1
3828,2019-12-03,10:25:34.529000,1
3829,2019-12-03,10:25:54.790000,1
3725,2019-12-03,10:31:21.354000,3
3819,2019-12-03,10:31:37.776000,3
3810,2019-12-03,10:37:48.822000,3
3825,2019-12-03,12:01:04.528000,3
3830,2019-12-03,12:07:39.208000,1
3794,2019-12-03,13:05:54.133000,3
3803,2019-12-03,16:04:42.655000,3
3831,2019-12-03,17:29:35.819000,1
3811,2019-12-04,09:56:54.082000,3
3812,2019-12-04,09:57:12.866000,3
3830,2019-12-04,09:58:54.396000,3
3832,2019-12-04,10:04:53.538000,1
3784,2019-12-04,10:14:15.055000,3
3783,2019-12-04,10:14:41.748000,3
3832,2019-12-04,12:19:45.898000,3
3833,2019-12-04,12:42:21.213000,1
3834,2019-12-04,13:18:54.138000,1
3835,2019-12-04,16:20:05.358000,1
3836,2019-12-04,16:20:52.022000,1
3809,2019-12-04,17:37:19.156000,3
3831,2019-12-05,09:25:40.680000,3
3837,2019-12-05,10:27:10.859000,1
3801,2019-12-05,10:32:49.499000,3
3802,2019-12-05,10:32:59.679000,3
3838,2019-12-05,10:36:12.774000,1
3758,2019-12-05,12:02:02.747000,3
3760,2019-12-05,12:02:32.704000,3
3757,2019-12-05,12:03:04.259000,3
3839,2019-12-05,12:51:35.336000,1
3840,2019-12-05,13:15:24.667000,1
1535,2019-12-05,13:50:51.786000,3
3800,2019-12-05,14:49:21.666000,3
3799,2019-12-05,14:49:36.956000,3
3818,2019-12-05,14:50:26.752000,3
3841,2019-12-05,15:02:23.882000,1
3842,2019-12-05,16:21:09.157000,1
3815,2019-12-05,16:21:34.932000,3
3843,2019-12-06,08:54:26.726000,1
3844,2019-12-06,10:38:24.302000,1
3845,2019-12-06,11:21:42.607000,1
3846,2019-12-06,11:23:55.893000,1
3814,2019-12-06,11:42:17.739000,3
3765,2019-12-06,11:42:32.907000,3
3828,2019-12-06,11:42:51.531000,3
3847,2019-12-06,13:49:51.199000,1
3848,2019-12-06,15:12:38.451000,1
3787,2019-12-06,16:49:01.828000,3
3849,2019-12-06,17:28:46.513000,1
3850,2019-12-06,17:33:43.361000,1
3851,2019-12-07,10:16:27.325000,1
3852,2019-12-07,10:24:59.060000,1
3847,2019-12-07,10:34:20.436000,3
3833,2019-12-07,12:37:33.067000,3
3851,2019-12-07,12:42:22.411000,2
3853,2019-12-09,08:57:32.038000,1
3854,2019-12-09,09:10:18.214000,1
3855,2019-12-09,09:45:48.013000,1
3856,2019-12-09,11:29:10.015000,1
3857,2019-12-09,11:30:36.435000,1
3858,2019-12-09,11:37:51.263000,1
3859,2019-12-09,11:47:17.710000,1
3772,2019-12-09,12:53:35.730000,3
3759,2019-12-09,12:54:42.022000,3
3717,2019-12-09,12:55:01.913000,3
3851,2019-12-09,12:55:25.815000,3
3860,2019-12-09,12:59:04.902000,1
3834,2019-12-09,13:50:23.654000,3
3842,2019-12-09,14:05:01.237000,3
3751,2019-12-09,14:33:03.961000,3
3861,2019-12-09,16:39:31.013000,1
3862,2019-12-09,17:00:23.672000,1
3718,2019-12-10,09:08:47.879000,3
3763,2019-12-10,09:23:42.089000,3
3841,2019-12-10,12:05:49.342000,3
3792,2019-12-10,12:06:10.286000,3
3863,2019-12-10,13:50:08.542000,1
3864,2019-12-10,16:07:58.423000,1
3865,2019-12-10,16:21:45.453000,1
3866,2019-12-10,17:06:20.170000,1
3867,2019-12-10,17:08:18.380000,1
3855,2019-12-10,17:30:42.454000,3
3862,2019-12-10,17:58:22.848000,3
3835,2019-12-11,11:21:35.463000,3
3836,2019-12-11,11:21:52.723000,3
3858,2019-12-11,12:32:20.821000,3
3868,2019-12-11,13:17:46.080000,1
3869,2019-12-11,13:19:48.856000,1
3813,2019-12-11,13:39:54.617000,3
3870,2019-12-11,13:42:21.852000,1
3846,2019-12-11,13:46:48.983000,3
3827,2019-12-11,13:46:59.528000,3
3871,2019-12-11,14:22:55.202000,1
3865,2019-12-12,09:09:39.727000,3
3872,2019-12-12,09:14:32.756000,1
3869,2019-12-12,11:02:31.270000,3
3840,2019-12-12,11:02:55.800000,3
3873,2019-12-12,13:49:07.363000,1
3838,2019-12-12,16:19:21.335000,3
3874,2019-12-12,16:42:56.872000,1
3861,2019-12-12,16:51:14.722000,3
3872,2019-12-13,09:28:11.013000,3
3875,2019-12-13,10:23:38.564000,1
3876,2019-12-13,10:55:27.780000,1
3877,2019-12-13,15:00:49.012000,1
3844,2019-12-13,16:13:20.136000,3
3870,2019-12-13,17:16:38.655000,3
3874,2019-12-14,10:25:50.335000,3
3863,2019-12-14,11:46:11.642000,3
3878,2019-12-14,11:56:14.623000,1
3852,2019-12-14,12:03:39.873000,3
3826,2019-12-14,12:52:38.149000,3
3876,2019-12-16,09:55:14.433000,3
3823,2019-12-16,10:14:33.149000,3
3879,2019-12-16,11:34:01.497000,1
3880,2019-12-16,13:23:06.694000,1
3845,2019-12-16,13:29:05.319000,3
2081,2019-12-16,13:33:23.950000,3
3797,2019-12-16,13:33:41.061000,3
3795,2019-12-16,13:34:07.832000,3
3807,2019-12-16,13:34:59.209000,3
3839,2019-12-16,13:35:18.914000,3
3796,2019-12-16,13:36:38.873000,3
3808,2019-12-16,13:38:08.647000,3
3877,2019-12-16,13:38:52.467000,3
3881,2019-12-16,16:10:59.378000,1
3030,2019-12-16,16:23:34.383000,3
3850,2019-12-16,16:56:30.095000,3
3849,2019-12-16,16:56:45.082000,3
3882,2019-12-16,17:23:03.161000,1
3883,2019-12-16,17:32:10.618000,1
3884,2019-12-17,09:03:07.782000,1
3866,2019-12-17,10:05:17.145000,3
3867,2019-12-17,10:10:53.151000,3
3885,2019-12-17,12:02:17.041000,1
3878,2019-12-17,13:12:51.564000,3
3848,2019-12-17,13:37:29.875000,3
3860,2019-12-17,13:38:02.414000,3
3886,2019-12-17,14:47:46.502000,1
3887,2019-12-17,14:55:38.175000,1
3888,2019-12-17,15:20:47.362000,1
3889,2019-12-17,16:46:45.649000,1
3890,2019-12-18,08:58:27.425000,1
3820,2019-12-18,09:43:41.804000,3
3891,2019-12-18,10:44:44.551000,1
3892,2019-12-18,11:13:56.555000,1
3804,2019-12-18,11:14:52.105000,3
3893,2019-12-18,11:42:01.310000,1
3875,2019-12-18,13:12:00.813000,3
3894,2019-12-18,15:57:07.920000,1
3895,2019-12-18,16:15:08.023000,1
3871,2019-12-18,16:19:45.195000,3
3879,2019-12-18,17:53:31.091000,3
3896,2019-12-19,08:39:35.101000,1
3897,2019-12-19,10:26:39.574000,1
3894,2019-12-19,10:29:23.256000,3
3898,2019-12-19,11:55:22.032000,1
3829,2019-12-19,12:50:50.630000,3
3883,2019-12-19,13:28:34.522000,3
3899,2019-12-19,14:54:04.622000,1
3857,2019-12-19,15:19:26.439000,3
3893,2019-12-19,16:31:08.786000,3
3887,2019-12-19,17:04:14.462000,3
3900,2019-12-19,17:16:00.697000,1
3901,2019-12-19,17:18:47.554000,1
3902,2019-12-19,17:29:13.742000,1
3903,2019-12-19,17:34:57.754000,1
3904,2019-12-20,10:45:28.583000,1
3898,2019-12-20,10:50:06.288000,3
3856,2019-12-20,11:25:24.251000,3
3895,2019-12-20,12:14:48.512000,3
3897,2019-12-20,14:04:09.770000,3
3788,2019-12-20,14:20:01.894000,3
3886,2019-12-20,14:23:49.543000,3
3905,2019-12-20,17:16:52.326000,1
3880,2019-12-20,17:28:15.545000,3
3906,2019-12-21,10:29:58.719000,1
3907,2019-12-23,10:12:37.985000,1
3745,2019-12-23,11:13:34.180000,3
3859,2019-12-23,11:25:12.351000,3
3574,2019-12-23,11:55:51.665000,3
3908,2019-12-23,12:14:00.848000,1
3909,2019-12-23,13:51:07.679000,1
3901,2019-12-23,16:31:10.607000,3
3910,2019-12-30,09:30:58.875000,1
3911,2019-12-30,09:34:59.323000,1
3888,2019-12-30,10:41:48.701000,3
3912,2019-12-30,11:11:10.640000,1
3884,2019-12-30,13:12:53.077000,3
3913,2019-12-30,13:14:26.250000,1
3899,2019-12-30,14:57:07.150000,3
3914,2020-01-02,09:10:12.979000,1
3915,2020-01-02,09:15:27.805000,1
3864,2020-01-02,11:28:54.986000,3
3916,2020-01-02,12:14:59.357000,1
3430,2020-01-02,12:38:08.345000,3
3917,2020-01-02,13:06:28.302000,1
3918,2020-01-02,13:08:05.829000,1
3919,2020-01-02,13:53:07.599000,1
3913,2020-01-02,14:41:11.605000,3
3920,2020-01-02,16:49:03.902000,1
3921,2020-01-02,16:54:41.928000,1
3922,2020-01-02,17:06:43.187000,1
3923,2020-01-02,17:38:42.093000,1
2855,2020-01-03,09:00:17.913000,3
3873,2020-01-03,09:00:28.239000,3
3924,2020-01-03,09:15:32.597000,1
3925,2020-01-03,09:22:00.251000,1
3926,2020-01-03,09:36:01.506000,1
3909,2020-01-03,09:41:59.214000,3
3927,2020-01-03,11:41:10.145000,1
3920,2020-01-03,13:58:43.267000,3
1404,2020-01-03,14:49:56.423000,3
757,2020-01-03,14:51:48.707000,3
3919,2020-01-03,15:59:02.979000,3
3928,2020-01-03,15:59:58.251000,1
3929,2020-01-03,16:40:05.705000,1
3930,2020-01-03,16:59:51.672000,1
3927,2020-01-03,17:45:08.030000,3
3896,2020-01-04,10:42:38.934000,3
3914,2020-01-04,10:48:30.451000,3
3904,2020-01-04,11:11:59.946000,3
3929,2020-01-04,12:18:21.913000,3
3822,2020-01-06,09:19:05.865000,3
3916,2020-01-06,09:50:22.220000,3
3917,2020-01-06,11:06:09.932000,3
3931,2020-01-06,11:21:00.694000,1
3906,2020-01-06,12:04:52.336000,3
3932,2020-01-06,12:33:18.683000,1
3933,2020-01-06,13:36:20.521000,1
3934,2020-01-06,14:19:55.224000,1
3935,2020-01-06,14:47:26.195000,1
3936,2020-01-06,14:47:52.969000,1
3824,2020-01-06,15:25:14.642000,3
3937,2020-01-06,15:32:37.298000,1
3938,2020-01-06,16:19:26.771000,1
3939,2020-01-06,16:26:11.611000,1
3940,2020-01-07,09:37:45.408000,1
3902,2020-01-07,09:42:49.807000,3
3941,2020-01-07,10:35:13.235000,1
3942,2020-01-07,10:38:14.357000,1
3943,2020-01-07,11:15:55.828000,1
3903,2020-01-07,11:49:23.595000,3
3937,2020-01-07,12:17:17.936000,3
3943,2020-01-07,12:18:18.837000,3
3944,2020-01-07,12:18:35.543000,1
3945,2020-01-07,14:31:14.806000,1
3946,2020-01-07,14:36:27.194000,1
3930,2020-01-07,15:28:21.616000,3
2279,2020-01-07,16:13:25.382000,3
3947,2020-01-07,16:14:06.398000,1
3948,2020-01-07,17:26:43.071000,1
3940,2020-01-07,17:49:14.941000,3
3854,2020-01-08,09:38:15.652000,3
3843,2020-01-08,10:11:05.841000,3
2831,2020-01-08,10:24:34.668000,3
3938,2020-01-08,10:51:21.208000,3
3949,2020-01-08,12:02:39.101000,1
3950,2020-01-08,12:02:44.836000,1
3889,2020-01-08,12:32:15.817000,3
3944,2020-01-08,12:48:02.143000,3
3951,2020-01-08,14:00:30.843000,1
3952,2020-01-08,14:01:11.113000,1
3398,2020-01-08,14:05:18.563000,3
3953,2020-01-08,14:58:40.758000,1
3939,2020-01-08,15:12:32.664000,3
3954,2020-01-08,15:16:34.828000,1
3955,2020-01-08,15:20:21.714000,1
3941,2020-01-08,16:47:29.501000,3
3956,2020-01-08,16:56:05.405000,1
3925,2020-01-08,16:59:50.113000,3
3957,2020-01-09,11:12:19.697000,1
3958,2020-01-09,11:17:47.143000,1
3959,2020-01-09,11:45:49.894000,1
3934,2020-01-09,11:48:19.723000,3
3926,2020-01-09,12:51:59.389000,3
3960,2020-01-09,12:55:54,1
3947,2020-01-09,13:08:32.845000,3
3945,2020-01-09,16:06:07.982000,3
3961,2020-01-09,16:53:05.349000,1
3962,2020-01-09,17:03:35.537000,1
3963,2020-01-09,17:06:45.787000,1
3959,2020-01-09,17:09:57.413000,3
3964,2020-01-09,17:50:09.151000,1
3946,2020-01-10,09:21:32.110000,3
3965,2020-01-10,09:35:04.625000,1
3948,2020-01-10,09:38:48.405000,3
3966,2020-01-10,11:08:22.284000,1
3900,2020-01-10,13:14:20.201000,3
3881,2020-01-10,13:14:37.331000,3
3318,2020-01-10,13:28:04.323000,3
2684,2020-01-10,13:38:09.057000,3
3922,2020-01-10,13:42:48.347000,3
3923,2020-01-10,14:40:45.145000,3
3957,2020-01-10,17:11:44.101000,3
3949,2020-01-10,18:04:58.353000,3
