CODIGO,NOMBRE,CODMARCA,FECHA_AUD,HORA_AUD
1062,27001UX1,120,2008-06-11,15:46:45.818000
1063,29520BE1,120,2008-06-11,15:46:45.828000
1064,29520UX1,120,2008-06-11,15:46:45.838000
1065,29521UX1,120,2008-06-11,15:46:45.838000
1066,33683UX1,120,2008-06-11,15:46:45.848000
1067,33684M,120,2008-06-11,15:46:45.858000
1068,33684MUX1,120,2008-06-11,15:46:45.868000
1069,33684UX1,120,2008-06-11,15:46:45.878000
1070,37683UX1,120,2008-06-11,15:46:45.888000
1071,37684UX1,120,2008-06-11,15:46:45.898000
1072,CTC-101,120,2008-06-11,15:46:45.898000
1073,CTC-108,120,2008-06-11,15:46:45.908000
1074,CTC-135,120,2008-06-11,15:46:45.918000
1075,CTC-197,120,2008-06-11,15:46:45.928000
1076,CTC-197 EUROPAK,120,2008-06-11,15:46:45.938000
1077,CTC-99,120,2008-06-11,15:46:45.948000
1078,P-42000S1 PROYECTOR DE TV,120,2008-06-11,15:46:45.958000
1079,PVM-035,120,2008-06-11,15:46:45.968000
1080,RAR-1410,120,2008-06-11,15:46:45.978000
1081,RAR-1420,120,2008-06-11,15:46:45.988000
1082,RAR-1460M,120,2008-06-11,15:46:45.998000
1083,RAR-2010,120,2008-06-11,15:46:46.008000
1084,RAR-2050,120,2008-06-11,15:46:46.018000
1085,RAR-2060M,120,2008-06-11,15:46:46.028000
1086,RAR-2070,120,2008-06-11,15:46:46.028000
1087,RAR-2150,120,2008-06-11,15:46:46.048000
1088,RAR-2180,120,2008-06-11,15:46:46.048000
1089,RBA-1420,120,2008-06-11,15:46:46.058000
1090,RBA-2020,120,2008-06-11,15:46:46.068000
1091,SA-20200,120,2008-06-11,15:46:46.078000
1092,SA-25000,120,2008-06-11,15:46:46.088000
1093,RCC-2909,121,2008-06-11,15:46:46.099000
1094,"20\""",122,2008-06-11,15:46:46.109000
1095,EPU-39,123,2008-06-11,15:46:46.109000
1096,2051,124,2008-06-11,15:46:46.129000
1097,TVC,125,2008-06-11,15:46:46.129000
1098,"14\""",126,2008-06-11,15:46:46.139000
1099,"20\""",126,2008-06-11,15:46:46.149000
1100,FF-097,126,2008-06-11,15:46:46.159000
1101,FF-212,126,2008-06-11,15:46:46.169000
1102,FF-213,126,2008-06-11,15:46:46.179000
1103,FF-214,126,2008-06-11,15:46:46.189000
1104,T-5122CM,126,2008-06-11,15:46:46.199000
1105,T-5122CM ULTRACOLOR,126,2008-06-11,15:46:46.209000
1106,T-5160CM,126,2008-06-11,15:46:46.219000
1107, T-5160CM ULTRACOLOR TELECOMANDER,126,2008-06-11,15:46:46.219000
1108,T-5620CM,126,2008-06-11,15:46:46.229000
1109,T-5620CM ULTRACOLOR ELECTRONIC,126,2008-06-11,15:46:46.249000
1110,T-5658CM,126,2008-06-11,15:46:46.249000
1111,T-5658CM ULTRACOLOR TELECOMANDER,126,2008-06-11,15:46:46.259000
1112,T-6759CM,126,2008-06-11,15:46:46.269000
1113,T-6759CM ULTRACOLOR TELECOMANDER,126,2008-06-11,15:46:46.279000
1114,T-6789I32CM ULTRACOLOR TELECOMANDER,126,2008-06-11,15:46:46.289000
1115,14L10,127,2008-06-11,15:46:46.289000
1116,14L17,127,2008-06-11,15:46:46.309000
1117,15L30,127,2008-06-11,15:46:46.319000
1118,15L37,127,2008-06-11,15:46:46.329000
1119,1C3J,127,2008-06-11,15:46:46.339000
1120,1C4,127,2008-06-11,15:46:46.349000
1121,1C5,127,2008-06-11,15:46:46.359000
1122,1C5J,127,2008-06-11,15:46:46.369000
1123,1C8,127,2008-06-11,15:46:46.379000
1124,1E0,127,2008-06-11,15:46:46.389000
1125,1E4,127,2008-06-11,15:46:46.389000
1126,1E8,127,2008-06-11,15:46:46.399000
1127,1F0,127,2008-06-11,15:46:46.409000
1128,1F1,127,2008-06-11,15:46:46.419000
1129,1F3,127,2008-06-11,15:46:46.429000
1130,1F4,127,2008-06-11,15:46:46.439000
1131,1F6,127,2008-06-11,15:46:46.449000
1132,1F8,127,2008-06-11,15:46:46.459000
1133,1G3,127,2008-06-11,15:46:46.469000
1134,1G5,127,2008-06-11,15:46:46.469000
1135,1G6,127,2008-06-11,15:46:46.479000
1136,1G9,127,2008-06-11,15:46:46.489000
1137,20K30,127,2008-06-11,15:46:46.499000
1138,20K37,127,2008-06-11,15:46:46.509000
1139,20L30,127,2008-06-11,15:46:46.519000
1140,20L37,127,2008-06-11,15:46:46.529000
1141,21M9060,127,2008-06-11,15:46:46.539000
1142,22K30,127,2008-06-11,15:46:46.549000
1143,22K37,127,2008-06-11,15:46:46.549000
1144,22L30,127,2008-06-11,15:46:46.569000
1145,22L37,127,2008-06-11,15:46:46.579000
1146,24M90,127,2008-06-11,15:46:46.589000
1147,26K30,127,2008-06-11,15:46:46.599000
1148,26K37,127,2008-06-11,15:46:46.609000
1149,26L30,127,2008-06-11,15:46:46.619000
1150,26L37,127,2008-06-11,15:46:46.629000
1151,"20\"" Y 26\""",128,2008-06-11,15:46:46.629000
1152,AG-29806STC-TCE,128,2008-06-11,15:46:46.639000
1153,CN-2088BW6X/DRI,128,2008-06-11,15:46:46.649000
1154,CN-20F26X/DRI/XBG,128,2008-06-11,15:46:46.659000
1155,CN-25D4WZ,128,2008-06-11,15:46:46.669000
1156,CN-29D4WZ,128,2008-06-11,15:46:46.679000
1157,CN-331EBZ/DIS/XAP,128,2008-06-11,15:46:46.689000
1158,CN-3338BZC/XBG,128,2008-06-11,15:46:46.699000
1159,CN-3339V/VB/SEACX,128,2008-06-11,15:46:46.699000
1160,CN-3351V,128,2008-06-11,15:46:46.759000
1161,CN-3351Z/N06MCX,128,2008-06-11,15:46:46.769000
1162,CN-339BZX/XAP,128,2008-06-11,15:46:46.779000
1163,CN-501EBZX/DIS/XAP,128,2008-06-11,15:46:46.789000
1164,CN-5038Z,128,2008-06-11,15:46:46.800000
1165,CN-5039BZX/DRI,128,2008-06-11,15:46:46.810000
1166,CN-5039BZX/XAP,128,2008-06-11,15:46:46.820000
1167,CN-5039V/VB/SEACX,128,2008-06-11,15:46:46.830000
1168,CN-5051V,128,2008-06-11,15:46:46.830000
1169,CN-5051Z/N06ACX,128,2008-06-11,15:46:46.840000
1170,CN-5085BZX/DRI,128,2008-06-11,15:46:46.850000
1171,CN-5314W,128,2008-06-11,15:46:46.860000
1172,CN-5372WB/SEACX,128,2008-06-11,15:46:46.910000
1173,CN-540,128,2008-06-11,15:46:46.970000
1174,CN-565-BWC/XBG,128,2008-06-11,15:46:46.990000
1175,CN-565-BWX/DRI,128,2008-06-11,15:46:46.990000
1176,CN-565-BWZ,128,2008-06-11,15:46:47
1177,CN-566-BWZ,128,2008-06-11,15:46:47.010000
1178,CN-5885BZC/XBG,128,2008-06-11,15:46:47.020000
1179,CN-663A,128,2008-06-11,15:46:47.030000
1180,CN-663AWZ,128,2008-06-11,15:46:47.040000
1181,CN-7202W,128,2008-06-11,15:46:47.050000
1182,CN-7202WZ,128,2008-06-11,15:46:47.050000
1183,CN-721AP/SEDSX,128,2008-06-11,15:46:47.100000
1184,CN-722AP/SEAX,128,2008-06-11,15:46:47.120000
1185,CN-7230W,128,2008-06-11,15:46:47.130000
1186,CN-723AP/SEAX,128,2008-06-11,15:46:47.140000
1187,CN-723AP/SEDSX,128,2008-06-11,15:46:47.150000
1188,CN-765DWC-XBG,128,2008-06-11,15:46:47.200000
1189,CN-765DWX-DRI,128,2008-06-11,15:46:47.220000
1190,CN-765DWZ,128,2008-06-11,15:46:47.220000
1191,SAT-210/FU2ACX,128,2008-06-11,15:46:47.230000
1192,SW-T347,128,2008-06-11,15:46:47.240000
4156,DCP 7030,442,2018-03-06,09:32:37.102000
4157,B490,446,2018-03-06,09:38:38.771000
4159,OFFICEJET 4400,449,2018-03-06,11:50:41.538000
4160,p2014,449,2018-03-06,12:19:34.081000
4161,EXPRESS C480W,128,2018-03-06,12:34:34.497000
4163,LJ PRO M12W,449,2018-03-07,09:49:17.051000
4164,XPRESS C410W,128,2018-03-07,09:56:04.169000
6574,DESK JET F4480,449,2020-11-12,14:06:32.312000
4166,GENERICA,449,2018-03-07,16:05:21.796000
4167,P23-DHV,443,2018-03-07,16:09:07.909000
4168,S/M,449,2018-03-07,16:11:15.189000
1204,31C40A,133,2008-06-11,15:46:47.350000
1205,31C44,133,2008-06-11,15:46:47.360000
1206,51C60A,133,2008-06-11,15:46:47.370000
1207,90C33U,133,2008-06-11,15:46:47.380000
1208,91C50,133,2008-06-11,15:46:47.390000
1209,91C55S,133,2008-06-11,15:46:47.400000
1210,91C57S,133,2008-06-11,15:46:47.420000
1211,91C76,133,2008-06-11,15:46:47.430000
1212,91C78A,133,2008-06-11,15:46:47.440000
1213,C-14LT13M,133,2008-06-11,15:46:47.440000
1214,C-14LT77M-00,133,2008-06-11,15:46:47.460000
1215,C-20LB87M-00,133,2008-06-11,15:46:47.460000
1216,C-20LE90BC,133,2008-06-11,15:46:47.470000
1217,C-20LE90S-0,133,2008-06-11,15:46:47.480000
1218,C-20LV23M,133,2008-06-11,15:46:47.491000
1219,C-20LV33D-00,133,2008-06-11,15:46:47.501000
1220,C-21F2GS,133,2008-06-11,15:46:47.511000
1221,C-21LB23S,133,2008-06-11,15:46:47.531000
1222,C-21LM90S-00,133,2008-06-11,15:46:47.541000
1223,C-25LF33-00,133,2008-06-11,15:46:47.561000
1224,C-27LW33S-02,133,2008-06-11,15:46:47.571000
1225,C-29E77BB,133,2008-06-11,15:46:47.581000
1226,C-29LF34-00,133,2008-06-11,15:46:47.591000
1227,C-29LH96,133,2008-06-11,15:46:47.591000
1228,C-29LK33-00,133,2008-06-11,15:46:47.601000
1229,C-29LK96-00,133,2008-06-11,15:46:47.611000
1230,C-33LJ26-00,133,2008-06-11,15:46:47.621000
1231,CLP-1421-00,133,2008-06-11,15:46:47.631000
1232,CLP-1450-00,133,2008-06-11,15:46:47.641000
1233,CLP-1451,133,2008-06-11,15:46:47.651000
1234,CLP-2051,133,2008-06-11,15:46:47.651000
1235,CLP-2051C,133,2008-06-11,15:46:47.671000
1236,CLP-2120-00,133,2008-06-11,15:46:47.681000
1237,CLP-2121-00,133,2008-06-11,15:46:47.691000
1238,CLP-2122-00,133,2008-06-11,15:46:47.691000
1239,CLP-2143,133,2008-06-11,15:46:47.701000
1240,CLP-2151,133,2008-06-11,15:46:47.711000
1241,CLP-2910-00,133,2008-06-11,15:46:47.721000
1242,CLP-3022,133,2008-06-11,15:46:47.731000
1243,CLP-3022-00,133,2008-06-11,15:46:47.741000
1244,CLP-3024,133,2008-06-11,15:46:47.751000
1245,CLP-3310-00,133,2008-06-11,15:46:47.761000
1246,CLP-3310A-00,133,2008-06-11,15:46:47.771000
1247,CLP-6022-00,133,2008-06-11,15:46:47.781000
1248,CLP-602220-E2LY,133,2008-06-11,15:46:47.791000
1249,CLP-6024,133,2008-06-11,15:46:47.801000
1250,CLP-6029,133,2008-06-11,15:46:47.811000
1251,CLX-2800SR,133,2008-06-11,15:46:47.821000
1252,CLX-2800SR-00,133,2008-06-11,15:46:47.821000
1253,CTP-3702,133,2008-06-11,15:46:47.831000
1254,CTP-3703,133,2008-06-11,15:46:47.841000
1255,CTP-3712(1),133,2008-06-11,15:46:47.851000
1256,CTP-3712(2),133,2008-06-11,15:46:47.861000
1257,CTP-3730,133,2008-06-11,15:46:47.871000
1258,CTP-3732,133,2008-06-11,15:46:47.881000
1259,CTP-3734-00,133,2008-06-11,15:46:47.891000
1260,CTP-3734-01,133,2008-06-11,15:46:47.901000
1261,CTP-3735-00,133,2008-06-11,15:46:47.901000
1262,CTP-3735-01,133,2008-06-11,15:46:47.911000
1263,CTP-3736-00,133,2008-06-11,15:46:47.921000
1264,CTP-3737-00,133,2008-06-11,15:46:47.931000
1265,CTP-3740,133,2008-06-11,15:46:47.941000
1266,CTP-6710,133,2008-06-11,15:46:47.951000
1267,CTP-6730,133,2008-06-11,15:46:47.961000
1268,CTP-6730A,133,2008-06-11,15:46:47.971000
1269,CTP-6731,133,2008-06-11,15:46:47.981000
1270,CTP-6731A,133,2008-06-11,15:46:47.991000
1271,CTP-6734-00,133,2008-06-11,15:46:47.991000
1272,CTP-6735-00,133,2008-06-11,15:46:48.001000
1273,CTP-6736-00,133,2008-06-11,15:46:48.011000
1274,CTP-6737-00,133,2008-06-11,15:46:48.021000
1275,CTP-8730,133,2008-06-11,15:46:48.031000
1276,CTP-8731,133,2008-06-11,15:46:48.041000
1277,CTP-8731N,133,2008-06-11,15:46:48.051000
1278,TVC,133,2008-06-11,15:46:48.061000
4169,23-F291LA,449,2018-03-07,17:51:38.418000
4170,L310,441,2018-03-08,09:11:01.301000
4171,HR-100TM,19,2018-03-08,11:53:38.213000
4172,XPRESS M2885FW,128,2018-03-09,09:59:03.773000
6575,M5252DW,449,2020-11-13,10:33:23.882000
4177,1454,439,2018-03-12,10:10:01.963000
4179,7612,449,2018-03-12,10:38:24.381000
4181,15-AY010LA,449,2018-03-12,12:15:49.282000
4182,oj 8610,449,2018-03-12,14:39:14.129000
4184,M130FW,449,2018-03-13,09:56:39.274000
4185,M1522,449,2018-03-13,12:12:17.885000
4186,IT1200,497,2018-03-13,14:35:31.555000
4187,EC-80320,520,2018-03-13,14:36:40.446000
4188,M2835DW,128,2018-03-13,17:29:04.685000
4189,LV2011,449,2018-03-13,17:59:47.803000
4191,2410,449,2018-03-14,12:08:55.482000
4192,vaio,144,2018-03-15,12:40:39.181000
4193,HL-212,442,2018-03-15,17:03:11.892000
4194,T654DN ,444,2018-03-15,17:33:35.862000
4196,HL-11,442,2018-03-16,10:35:20.874000
4197,NE51B04M,521,2018-03-16,12:00:59.010000
4198,LX-300-II,441,2018-03-16,13:10:31.632000
4199,LJ P3015,449,2018-03-16,14:13:50.404000
4200,6540,449,2018-03-16,15:31:03.364000
4201,DCP-1512,442,2018-03-20,09:27:47.421000
4202,M4072FD,128,2018-03-20,09:32:17.793000
4203,LCA01F,522,2018-03-20,11:44:12.306000
4204,MF3010,443,2018-03-20,11:52:24.396000
4206,DCP 8080DN,442,2018-03-20,12:28:31.707000
4208,TTP-244 PRO,523,2018-03-20,15:01:36.923000
4209,DJ F4280,449,2018-03-20,15:29:22.165000
4210,745,447,2018-03-20,18:08:19.102000
4211,1300,449,2018-03-21,13:41:30.480000
4213,pcg-7113l,144,2018-03-21,13:45:09.967000
4214,DCP-700W,442,2018-03-22,11:27:34.678000
4215,CQ40,449,2018-03-22,12:34:32.257000
4216,SATELITE ,504,2018-03-22,16:05:16.839000
4217,RM-601,524,2018-03-22,17:48:59.270000
4218,FR-2215SG,19,2018-03-22,17:51:51.072000
1318,13A29,140,2008-06-11,15:46:48.562000
1319,13A31,140,2008-06-11,15:46:48.572000
1320,14-N51E1,140,2008-06-11,15:46:48.582000
1321,20A-M100,140,2008-06-11,15:46:48.592000
1322,20A-M120,140,2008-06-11,15:46:48.602000
1323,25A-M100,140,2008-06-11,15:46:48.612000
4219,GX6750,442,2018-03-23,09:36:35.881000
4220,S/M ROJA ,470,2018-03-23,09:42:02.319000
1324,25A-M120,140,2008-06-11,15:46:48.622000
1325,C-1410A,140,2008-06-11,15:46:48.632000
1326,C-1453Y,140,2008-06-11,15:46:48.652000
1327,C-1492,140,2008-06-11,15:46:48.692000
1328,C-1496Y,140,2008-06-11,15:46:48.702000
1329,C-1497Y,140,2008-06-11,15:46:48.712000
1330,C-1498Y,140,2008-06-11,15:46:48.722000
1331,C-1499Y,140,2008-06-11,15:46:48.732000
1332,C-1601,140,2008-06-11,15:46:48.742000
1333,C-1602A,140,2008-06-11,15:46:48.752000
1334,C-1650Y,140,2008-06-11,15:46:48.762000
1335,C-1651Y,140,2008-06-11,15:46:48.772000
1336,C-1652Y,140,2008-06-11,15:46:48.782000
1337,C-1692,140,2008-06-11,15:46:48.792000
1338,C-1696Y,140,2008-06-11,15:46:48.802000
1339,C-2000Y,140,2008-06-11,15:46:48.852000
1340,C-2001,140,2008-06-11,15:46:48.862000
1341,C-2001Y,140,2008-06-11,15:46:48.872000
1342,C-2003Y,140,2008-06-11,15:46:48.883000
1343,C-2006A,140,2008-06-11,15:46:48.893000
1344,C-2008A,140,2008-06-11,15:46:48.903000
1345,C-2009Y,140,2008-06-11,15:46:48.913000
1346,C-2010Y,140,2008-06-11,15:46:48.923000
1347,C-2012Y,140,2008-06-11,15:46:48.933000
1348,C-2016Y,140,2008-06-11,15:46:48.933000
1349,C-2019Y,140,2008-06-11,15:46:48.943000
1350,C-2020J,140,2008-06-11,15:46:48.953000
1351,C-2022Y,140,2008-06-11,15:46:48.973000
1352,C-2027Y,140,2008-06-11,15:46:48.983000
1353,C-2050Y,140,2008-06-11,15:46:48.993000
1354,C-2051Y,140,2008-06-11,15:46:49.013000
1355,C-2060Y,140,2008-06-11,15:46:49.023000
1356,C-2072Y,140,2008-06-11,15:46:49.033000
1357,C-2072Y (MONO) CHASIS A,140,2008-06-11,15:46:49.033000
1358,C-2072Y CHASIS F,140,2008-06-11,15:46:49.053000
1359,C-2085Y,140,2008-06-11,15:46:49.053000
1360,C-2092B,140,2008-06-11,15:46:49.063000
1361,C-2093Y,140,2008-06-11,15:46:49.073000
1362,C-2096Y,140,2008-06-11,15:46:49.083000
1363,C-2096Y COSMOS 3,140,2008-06-11,15:46:49.093000
1364,C-2097Y,140,2008-06-11,15:46:49.103000
1365,C-2098Y,140,2008-06-11,15:46:49.113000
1366,C-2182Y,140,2008-06-11,15:46:49.113000
1367,C-2182Y (ESTÉREO) CHASIS A,140,2008-06-11,15:46:49.133000
1368,C-2800Y,140,2008-06-11,15:46:49.133000
1369,C-2982Y,140,2008-06-11,15:46:49.143000
1370,C-3020Y,140,2008-06-11,15:46:49.153000
1371,C-3520,140,2008-06-11,15:46:49.163000
1372,CI-602A,140,2008-06-11,15:46:49.173000
1373,VER KENIA-SHARP,140,2008-06-11,15:46:49.183000
4221,f135000,443,2018-03-23,12:58:39.504000
4222,PH C4280,449,2018-03-23,13:30:15.517000
4225,1022,449,2018-03-26,10:54:32.962000
4226,SMART 1200,494,2018-03-26,12:05:09.740000
4227,ESP-3,456,2018-03-26,12:20:37.815000
4228,SIN MODELO,525,2018-03-27,11:54:48.655000
4229,HSTNN-F13C,449,2018-03-27,13:10:23.765000
4230,g42-288la,449,2018-03-27,13:12:44.216000
4231,M129H,441,2018-03-27,17:57:17.983000
4233,1000,449,2018-03-28,10:17:27.308000
4234,1080P,526,2018-03-28,13:43:57.594000
1386,CKV-2511WP,144,2008-06-11,15:46:49.303000
1387,CVM-2712AN,144,2008-06-11,15:46:49.313000
1388,KP-5000AN,144,2008-06-11,15:46:49.313000
1389,KP-53-RETROPROYECTOR,144,2008-06-11,15:46:49.323000
1390,KV-1205,144,2008-06-11,15:46:49.333000
1391,KV-1216,144,2008-06-11,15:46:49.343000
1392,KV-1400AN,144,2008-06-11,15:46:49.353000
1393,KV-1400HK,144,2008-06-11,15:46:49.363000
1394,KV-1400VB,144,2008-06-11,15:46:49.373000
1395,KV-1414WR,144,2008-06-11,15:46:49.383000
1396,KV-1442AN,144,2008-06-11,15:46:49.393000
1397,KV-1484AN,144,2008-06-11,15:46:49.403000
1398,KV-1484MT,144,2008-06-11,15:46:49.413000
1399,KV-14MTR2,144,2008-06-11,15:46:49.423000
1400,KV-1513,144,2008-06-11,15:46:49.423000
1401,KV-1612AN,144,2008-06-11,15:46:49.433000
1402,KV-1670MT,144,2008-06-11,15:46:49.443000
1403,KV-1684MT,144,2008-06-11,15:46:49.453000
1404,KV-1712D,144,2008-06-11,15:46:49.463000
1405,KV-1741R,144,2008-06-11,15:46:49.473000
1406,KV-1742R,144,2008-06-11,15:46:49.483000
1407,KV-1842E,144,2008-06-11,15:46:49.493000
1408,KV-1922,144,2008-06-11,15:46:49.503000
1409,KV-1923,144,2008-06-11,15:46:49.513000
1410,KV-1941R,144,2008-06-11,15:46:49.523000
1411,KV-1942R,144,2008-06-11,15:46:49.533000
1412,KV-1970MT,144,2008-06-11,15:46:49.543000
1413,KV-1984MT,144,2008-06-11,15:46:49.553000
1414,KV-2012ME,144,2008-06-11,15:46:49.553000
1415,KV-2016ME,144,2008-06-11,15:46:49.573000
1416,KV-2022AN,144,2008-06-11,15:46:49.584000
1417,KV-2022HK,144,2008-06-11,15:46:49.594000
1418,KV-2067AN,144,2008-06-11,15:46:49.604000
1419,KV-20FS12,144,2008-06-11,15:46:49.604000
1420,KV-20FV12,144,2008-06-11,15:46:49.614000
1421,KV-20M10,144,2008-06-11,15:46:49.624000
1422,KV-20MT2000,144,2008-06-11,15:46:49.634000
1423,KV-20S10,144,2008-06-11,15:46:49.644000
1424,KV-20ST2050,144,2008-06-11,15:46:49.654000
1425,KV-2142R,144,2008-06-11,15:46:49.664000
1426,KV-2142R,144,2008-06-11,15:46:49.674000
1427,KV-2180R,144,2008-06-11,15:46:49.684000
1428,KV-2184AN,144,2008-06-11,15:46:49.684000
1429,KV-2190RS,144,2008-06-11,15:46:49.694000
1430,KV-21FE12,144,2008-06-11,15:46:49.704000
1431,KV-21FE12A,144,2008-06-11,15:46:49.714000
1432,KV-21FE12C,144,2008-06-11,15:46:49.724000
1433,KV-21FM12,144,2008-06-11,15:46:49.734000
1434,KV-21FV12,144,2008-06-11,15:46:49.744000
1435,KV-21FV12C,144,2008-06-11,15:46:49.754000
1436,KV-21MTR2,144,2008-06-11,15:46:49.764000
1437,KV-21R10,144,2008-06-11,15:46:49.774000
1438,KV-21RS10,144,2008-06-11,15:46:49.784000
1439,KV-21XTR3,144,2008-06-11,15:46:49.794000
1440,KV-24FV12,144,2008-06-11,15:46:49.804000
1441,KV-25FV12,144,2008-06-11,15:46:49.814000
1442,KV-25FV12A,144,2008-06-11,15:46:49.814000
1443,KV-25FV12C,144,2008-06-11,15:46:49.834000
1444,KV-2643R,144,2008-06-11,15:46:49.834000
1445,KV-2644R,144,2008-06-11,15:46:49.844000
1446,KV-27XBR10,144,2008-06-11,15:46:49.854000
1447,KV-27XBR60,144,2008-06-11,15:46:49.864000
1448,KV-2940AN,144,2008-06-11,15:46:49.874000
1449,KV-29AL40,144,2008-06-11,15:46:49.874000
1450,KV-29FV16A,144,2008-06-11,15:46:49.894000
1451,KV-29RS10C,144,2008-06-11,15:46:49.894000
1452,KV-29VL65A,144,2008-06-11,15:46:49.904000
1453,KV-29VTR15,144,2008-06-11,15:46:49.914000
1454,KV-29XTR1,144,2008-06-11,15:46:49.924000
1455,KV-29XTR10,144,2008-06-11,15:46:49.934000
1456,KV-29XTR3,144,2008-06-11,15:46:49.944000
1457,KV-29XTR30,144,2008-06-11,15:46:49.954000
1458,KV-32FS10,144,2008-06-11,15:46:49.964000
1459,KV-32FV15,144,2008-06-11,15:46:49.974000
1460,KV-32XBR10,144,2008-06-11,15:46:49.984000
1461,KV-32XBR250,144,2008-06-11,15:46:49.994000
1462,KV-32XBR70,144,2008-06-11,15:46:49.994000
1463,KV-34FS13A,144,2008-06-11,15:46:50.004000
1464,KV-34FV10,144,2008-06-11,15:46:50.014000
1465,KV-34FV1-5,144,2008-06-11,15:46:50.024000
1466,KV-34FV15C,144,2008-06-11,15:46:50.034000
1467,KV-34FV15K,144,2008-06-11,15:46:50.044000
1468,KV-34FV15T,144,2008-06-11,15:46:50.054000
1469,KV-34FX250C,144,2008-06-11,15:46:50.064000
1470,KV-34V15C,144,2008-06-11,15:46:50.074000
1471,KV-34XTR10,144,2008-06-11,15:46:50.074000
1472,KV-36FS10,144,2008-06-11,15:46:50.084000
1473,KV-36FV15,144,2008-06-11,15:46:50.094000
1474,KV-36XBR250,144,2008-06-11,15:46:50.104000
1475,KV-38FV15K,144,2008-06-11,15:46:50.114000
1476,KV-38FX250,144,2008-06-11,15:46:50.124000
1477,KV-38FX250C,144,2008-06-11,15:46:50.134000
1478,KV-38FX250T,144,2008-06-11,15:46:50.134000
1479,KV-5100,144,2008-06-11,15:46:50.154000
1480,KV-9000U,144,2008-06-11,15:46:50.154000
1481,KV-9400,144,2008-06-11,15:46:50.174000
1482,SV-1026,144,2008-06-11,15:46:50.184000
4235,LJ PRO M501,449,2018-04-02,13:58:02.632000
4237,L455-S5000,504,2018-04-02,18:13:41.339000
4238,F4480,449,2018-04-02,18:19:57.023000
6009,BE 750G-HL,403,2020-02-11,16:02:02.766000
6010,FS-1025MFP,384,2020-02-11,17:39:59.601000
6011,DPS-160QB A,671,2020-02-12,17:00:40.591000
6012,pro 8600plus,449,2020-02-13,16:14:50.920000
6013,1724,550,2020-02-13,16:19:37.457000
6014,COMPAQ LA1905WG,449,2020-02-13,17:05:21.272000
6015,DR-120R,19,2020-02-14,11:59:20.045000
6016,STYLUS CX5600,441,2020-02-14,12:54:40.513000
6017,TPC-1008,449,2020-02-17,10:05:14.834000
6018,AFICIO MP 2851,581,2020-02-17,16:48:42.326000
6019,PHOTOSMARTC5580,449,2020-02-17,17:21:35.897000
6020,N15W5,373,2020-02-18,09:18:16.392000
6021,D05D,447,2020-02-18,11:18:52.336000
6022,1536 DNF MFP,449,2020-02-18,11:24:27.838000
6023,FS-1120MFP,384,2020-02-18,12:04:13.335000
6024,IMAGE CLASS MF416 DW,443,2020-02-18,13:18:57.160000
6025,HP 530,449,2020-02-19,08:59:56.196000
6026,L735-SP3266RM,504,2020-02-19,09:02:39.917000
6027,MP20DHIII,443,2020-02-19,14:34:04.493000
6028,SLIM VOLT,590,2020-02-19,14:40:28.333000
6029,MP20HDIII,443,2020-02-19,14:42:39.133000
6030,HL-14,442,2020-02-19,17:05:06.867000
6031,FX 890,441,2020-02-20,15:23:14.379000
6032,PROM15W,449,2020-02-20,17:59:09.023000
6033,MICRO1600,485,2020-02-21,09:32:49.204000
6034,LASER JET 1022,449,2020-02-21,12:47:51.457000
6035,HL3040CN,442,2020-02-21,12:48:37.043000
6036,EXPRESS M2020,128,2020-02-22,11:21:18.561000
6037,THINKPAD T420,446,2020-02-24,12:05:16.117000
6038,EX 2200,598,2020-02-24,12:59:19.251000
6039,MICRO2000,485,2020-02-24,13:01:06.952000
6040,HL-2140,442,2020-02-24,16:11:49.336000
6041,COLOR LASERJET PTO MFP M477FDW,449,2020-02-25,09:38:44.601000
6042,DESK JET GT 5820,449,2020-02-26,14:34:04.951000
6043,MFP 477DW,449,2020-02-26,14:42:58.488000
6044,LASER JET PRO MFP M125A,449,2020-02-27,17:34:16.180000
6045,SAMART-UPS 1000,403,2020-02-28,10:18:29.178000
6046,BACK-UPS 1500,403,2020-02-28,10:19:04.649000
6047,MFC7860DW,442,2020-02-28,11:42:27.919000
6048,sve141d11u,144,2020-02-28,12:05:10.557000
6049,SATELLITE L455-SP2922R,504,2020-02-28,17:08:16.879000
6050,PAVILION S3241LA,449,2020-03-02,16:22:18.728000
6051,EC-520,517,2020-03-03,13:26:40.717000
6052,XNR-21-481,590,2020-03-03,18:03:58.619000
6053,BX800CI-LM,403,2020-03-03,18:06:03.310000
6054,LASER JET PRO 400MFP,449,2020-03-03,18:09:05.060000
6055,BX800L-LM,403,2020-03-03,18:11:52.693000
6056,DR-G1100,443,2020-03-05,12:09:24.902000
6057,MFP M477FNW,449,2020-03-06,15:24:09.853000
6058,A1465,465,2020-03-06,15:59:55.381000
6059,L3150,441,2020-03-07,09:55:56.932000
6060,BE425-LM,403,2020-03-07,09:58:21.215000
6061,5525,449,2020-03-07,10:48:12.339000
6062,SATELLITE L645-SP4165M,504,2020-03-10,12:37:35.292000
6063,DV497H,270,2020-03-11,09:29:16.912000
6064,onspiron 15,447,2020-03-11,12:00:10.020000
6065,WORK CENTRE 3215,448,2020-03-12,14:25:29.560000
6066,MFC-J6930DW,442,2020-03-12,16:01:02.760000
6067,X555D,475,2020-03-12,16:05:45.250000
