CLIENTE,DESCRIPCION FALLA,INGRESO,FECHA REPARACION,CLUSTER,SIMILITUD COSENO,COHORT
77,"no prende con eliminador completo corto en tarjeta si queda iva



se regres sin reparacion",850.0,22/04/2021,Sistemas,0.407922,2024-07-05
77,"se realizaron pruebas con varias memorias ram y no las arranca la maquina  bios con eliminador  sinb base trasera con  memorias ram sueltas reprogramacion de bios netoa

quedo con la memoria de gb",1200.0,21/05/2021,Sistemas,0.509895,2024-07-05
77,"prende pero la imagen se ve muy poco sin cables reparacion fuente de alimientacion ivano acep

se regresa sin reparacion",500.0,03/09/2021,Sistemas,0.25356057,2024-07-05
77,"se derramo la tinta  no iprime  marca tintas sin cables cambiio de almohadillas iva
reset  de uso proximo iva
tenia papel atorado
sensor de papel daado

tarjeta logica daada

se regresa sin reparacion",967.0,21/05/2021,Impresora Tinta,0.2722193,2024-07-05
77,"no imprime sale el papel en blanco con eliminador y cable conector usb sin tapas actualizacion de firmware iva
mantenimiento preventivo iva

total   iva",1300.0,17/06/2021,Sistemas,0.24263775,2024-07-05
77,"se apaga el equipo le falta una tecla con eliminador completo intel core iwin  progb ddr  x gbgb ssd salud buena
le faltan tornillos tiene partes quebradas la bateria solo se agarra bien de un lado la pila del reloj esta sueltateclado funciona bien menos la tecla faltante

corto en tarjeta ivano aceptado
memoria ram daada gb  netono aceptado",2390.0,30/07/2021,Sistemas,0.49263415,2024-07-05
77,"cambiaron de toner y ya no imprimio segun el toner dao el drum se cambio el drum y siguio sin poder imprimir imprime las hojas manchadas y se desprende el toner sin cables  cartuchos genericos y  drum tapa frontal no cierra est quebrado un contacto de tierra del conector del toner no se puede reparar

primeramente  se tiene que cambiar el contacto de tierra ivano aceptado
mantenimiento viene muy sucia ivano acreptado

despus hacer pruebas y ver si con esto quedara o si requiere de algo ms",1130.0,22/07/2021,Impresora Laser,0.52082604,2024-07-05
77,"no prende con eliminador corto en tarjeta madre si queda ivaa

no quedo se cobran iva por tiempo y material invertido",450.0,27/07/2021,Sistemas,0.4134657,2024-07-05
77,"no prende se le cambio el jack de energia  trae un falso  y sigue sin encender eliminador completo eliminador no funciona correctamente esta daado
nuevo eko n
su teclado no funciona no sabemos si este mal conectado o daado",350.0,30/07/2021,Sistemas,0.42377362,2024-07-05
77,mantenimiento  no presenta ninguina falla le cambiaron una bisagra tener cuidado al cerrar con eliminador y estiquetas mantenimiento preventivo ivaa,650.0,07/09/2021,Sistemas,0.39778244,2024-07-05
77,"mantenimiento atora las hojas en ocasiones toma de dos hojas sin cables con cartucho mantenimiento  netoa
goma  netoa

total  netoa

le falta tope de hoja de salida no afecta a su funcionamiento",1554.0,18/10/2021,Sistemas,0.26009482,2024-07-05
77,"no imprime bien falla la tinta sin accesorios destapado de cabezal ivaa
posiblemente este daado el cabezal  al destapar se cosumen las tintas

se trabajo en el destapado de cabezal pero no hubo ningun avance

se regresa sin reparacion",480.0,15/02/2022,Impresora Tinta,0.4600625,2024-07-05
77,"le cuesta trabajo tomar la hoja cartucho dando problemas sin cable con  cartuchos mantenimiento y reparacion de tierra del cartucho ivaa
cambio de goma  netoa

total  netoa",1477.0,22/12/2021,Sistemas,0.27330804,2024-07-05
77,"no jala bien las hojas y las atora sin cables mantenimiento ivaa
cambio de kit de goma  netoa

total  netoa",1797.0,22/12/2021,Sistemas,0.31321272,2024-07-05
77,marca cambio de almohadillas sin cables con charola de papel rest y cambio de almohadilla ivaa,530.0,27/09/2022,Impresora Tinta,0.43921486,2024-07-05
77,enciende pero no da imagen sin cables reparacion de fuente de poder ivaa,580.0,09/05/2022,Sistemas,0.2577647,2024-07-05
77,"no imprime bien el color negro   destapado de cabezal ivaa

puede que no destape e incluso puede que se dae el cabezal esta muy tapado

no quedo se regresa sin reparacion se cobran iva por el material y tiempo invertidos",880.0,15/08/2022,Impresora Tinta,0.40110844,2024-07-05
77,"no recorrela cinta  epson folio  con eliminador miniprinter epson folio  revisar si sirve sino para piezas  mantenimiento lubricacion y cambio de engranes de avance de cinta equipo  ivaa


 trae varios detalles y la tarjeta logica daada incosteable",200.0,30/05/2022,Impresora Laser,0.25387207,2024-07-05
77,"le metieron un carton para imprimir y despues ya no imprimio cable energia integrado primeramente requiere reparacion de la traccion de papel ivaa

despues ver que mas requiere

destapado de cabezal ivaa

total ivaa",1660.0,09/06/2022,Sistemas,0.2962058,2024-07-05
77,"prenden toidos los foquitos y no hace nada sin cables primeramente reparacion de traccion de papel piezas dentro  y limpieza  netoa

despues ver calidad de impresion y validar si requiere de algo mas",670.0,28/07/2022,Sistemas,0.28786343,2024-07-05
77,"solo parpadea el boton en color rojo sin cables reset ivaa
almohadillas ivana

despues validar impresion y ver si requiere de algo mas

no imprime nada destapado cabezal ivano aplica

si se autoriza y no queda se cobran ivaa

no quedo se regresa sin reparacion",1430.0,15/08/2022,Impresora Tinta,0.33406985,2024-07-05
77,imprime pero en la impresion hay lineas que no se ven bien con cable serial rollo de papel y eliminador completo cambio de cable flex y servicio  netoa,850.0,10/11/2022,Sistemas,0.24771735,2024-07-05
77,"se atora la etiqueta con eliminador completo no presento la falla de atoramientos

requiere buen mantenimiento muy sucia ivaa",850.0,10/11/2022,Sistemas,0.43206283,2024-07-05
77,"comenzo a imprime la mitad de la hoja y depsues ya no tomo la hoja sin cables trae muchas cucarachas primeramente se tienen que matar para continuar con el diagnostico ivaa

despues ver que mas requiere

mantenimiento y destapado cabezal  netono acep

si autoriza y no destapa se cobran  neto del mtto",1250.0,15/11/2022,Impresora Tinta,0.26949802,2024-07-05
77,"truena al imprimir   reparacion de traccion de papel  netoa
destapado de cabezal  netoa

total  netoa

destapo lo mas que se pudo pero imprime con unas ligeras lineas cabezal ya comienza a daarse

se les dio las indicaciones de siempre no apagar e imprimir mucho",1972.0,29/11/2022,Sistemas,0.2791116,2024-07-05
77,"cambio de almohadillas y mantenimiento sin cables  tintas por mitad almohadillas ivaa
limpieza ivaa
cambio de goma ivaa


total ivaa",1420.0,18/01/2023,Impresora Tinta,0.4270993,2024-07-05
77,"marca almohadillas sin cables primero reset ivaa
cambio de almohadillas ivaa

despues ver que mas requiere",550.0,02/02/2023,Impresora Tinta,0.3947804,2024-07-05
77,"mantenimiento preventivo tomar fotos durante el proceso y mandar a raul toner marca que no tiene pero si imprime

buen mantenimiento ivano aceptado
cambio ensamble de gomas  netono aceptado
rodillo de calor tiene un  de vida util  netono aceptado

total  netono aceptado

se regresa sin reparacion",1836.8,06/03/2023,Sistemas,0.3617605,2024-07-05
77,"imprime mal sin cables tintas por mitad destapado de cabezal  netoa
despues ver si requiere algo mas reset almohadillasetc

si no destapa se cobran  netoa",830.0,09/03/2023,Impresora Tinta,0.3088192,2024-07-05
77,"mantenimiento y atora las hojas sin accesorios buen mantenimiento  netoa
pieza quebrada de actuador  netoa

total  netoa

kit de gomas y pad separador estan desgastadas pronto daran problema 
kit de gomas y pad  neto te  a  semanas",2600.0,23/03/2023,Impresora Laser,0.32762897,2024-07-05
77,"se atora las hojas y cuando imprime salen en blanco  comentan haberle limpiado los cabezales   reset al   almohadillas al no imprime correctamente si tomas las hojas y no crea atascos al momento de llevar varias impresiones marca el error  atasco de papel  se limpia encoder de mecanismo se lavo el sensor antes mensionado  se limpiaron las gomas y se lubrico el sistema de traccion
mantenimiento ivaa
destapado de cabezal ivaa
reset ivaa
total ivaa",35462.0,11/04/2023,Impresora Tinta,0.33444092,2024-07-05
77,"se atoran las hojas   mantenimiento  netoa
pad  netoa
toner mala calidad presenta doble imagen se sugirio el cambio

total  netoa",1280.0,22/06/2023,Impresora Laser,0.41122943,2024-07-05
77,"imprime con rayas y borrosas sin cables tanques de tinta debajo de la mitad no imprime nada destapado de cabezal  neto

si no queda se cobran  neto

puede que pida reset y almohadillas",930.0,18/04/2023,Impresora Tinta,0.31196836,2024-07-05
77,"mantenimiento  revision general con eliminador completo mantenimiento muy sucia ivaa

imprime correctamente",480.0,05/05/2023,Sistemas,0.45805413,2024-07-05
77,"no levanta la hoja le cuesta trabajo tomar las hojas mandar evidencias sin cables mantenimiento y lubricacion  netoa
cambio de goma  netoa
recomendacion cambio engrane mov fusor  netoa

total  netoa",1500.0,16/05/2023,Sistemas,0.25819913,2024-07-05
77,"marca cambio de almohadillas sin cables primero reset  netoa

despues validar traccion y calidad de impresion",250.0,28/07/2023,Impresora Tinta,0.34030527,2024-07-05
77,"no imprime correctamente sin cables tintas por mitad no imprime nada
recarga de tinta al sistema y cartcucho ivaa

corre el riesgo de marcar cartuchos  cabezales

cabezales  neto cuno aceptados

si marca cabezales se cobran ivaa",2160.0,03/07/2023,Impresora Tinta,0.3666583,2024-07-05
77,marca almohadillas   primero reset y cambio amohadillas ivaa,580.0,27/06/2023,Impresora Tinta,0.46502572,2024-07-05
77,"no imprime el color negro   recarga de tinta a cartucho y sistema ivaa

puede que marque cambio de cartuchoscabezales  neto cuno aceptado

si marca cabezales se cobran ivaa",1810.0,03/07/2023,Impresora Tinta,0.38957724,2024-07-05
77,"no imprime correctamente y elimnador no tiene   hace un ruido posiblemente sea la tarjeta no sabemos si se corrija con el mtto

mantenimiento  netono aceptado
cambio de cinta  netono aceptado
eliminador seminuevo ivano aceptado

se regresa sin reparacion",1760.0,25/08/2023,Sistemas,0.4321592,2024-07-05
77,"salen borrosas las impresiones de la mitad izquierda cable integrado laser y motor con mucho derrame de toner

buen mantenimiento  netoa",750.0,28/07/2023,Impresora Laser,0.45032075,2024-07-05
77,"cuando manda varias hojas a imprimir de repente dice imprimiendo y no saca ms como que se queda atorada hace mucho ruido y trae una pieza daada sin cables el ruido es por desgaste en chasis trae juego y no se puede reemplazar se tendria que cambiar toda la impresora por ahora no afecta a su funcionamiento
se lubrico y con esto no se escucha pero va a volver a presentar el ruido no sabemos en cuento tiempo
cambio de tapa del pad iva te  a  semanasna
iva te  a  semanas na
cambio de pad separador  netono aceptado
gomas adf  neto te  a  semanasno aceptado",1730.0,20/09/2023,Sistemas,0.34400323,2024-07-05
77,"mantenimiento y revisar si tiene fallas sin cables limpieza general
carga de tinta a sistema y cartuchos ivaa
mantenimiento ivaa

nota puede que marque cartuchos si aceptan y marca cartuchos y no aceptan los catuchos se cobra lo de la recarga del sistema ivana",1440.0,13/09/2023,Sistemas,0.41957167,2024-07-05
77,"cargador seminuevo mantenimiento  el papel sin cables mantenimiento  netoa
cinta  netoa
eliminador seminuevo  dias garantia  netoa

total  netoa",1720.0,13/12/2023,Sistemas,0.3392811,2024-07-05
77,"escanea pero no imprime los leds de encendido  y tintas parapdean sin cables no marc ningun error no imprime correctamente

destapado de cabezal ivaa

no destapo el color negro se regresa sin reparacion",480.0,25/09/2023,Sistemas,0.27329472,2024-07-05
77,"se limpio la tarejta con alcohol y al ensamblar ya no encendio con eliminador sin contrasea corto en tarjeta madre rep ivaa

si no queda se cobran  netoa",700.0,10/10/2023,Sistemas,0.39153734,2024-07-05
77,"tiene una linea en la pantalla es intermitente se prende y se apaga sin cables reparacion de lampara daada ivaa

pantalla presenta  lineas no se corrige en la reparacion seria cambio de display pero no lo hay para su reemplazo",650.0,02/10/2023,Sistemas,0.37445524,2024-07-05
77,"hubo un apagon y no enciende solo prende el led de encendido en verde ni imprime correctamente revisar sin cables si enciende

requiere mantenimineto sucia ivaacep",980.0,29/09/2023,Sistemas,0.3280842,2024-07-05
77,"no imprimen los colores   destapado de cabezal ivaa

si no queda se cobran ivaa

reset  almohadillas  de uso aprox",895.0,29/09/2023,Impresora Tinta,0.33789963,2024-07-05
77,"se dao el tambo y esta aroradomarca error de toner saca las hojas manchadas y sale una linea negra a un costado   no dio error de toner

mantenimiento  netoa
drum generico daado  netono aceptado

total  netoa",1670.0,23/11/2023,Impresora Laser,0.47672963,2024-07-05
77,"centro de carga daado usb  se le quita la tapa trasera y enciende y al cerrarla se apaga con eliminador contrasea intel celeronwin gb ddr  maxgbgb ssd salud buenagb en uso

se revisa centro de carga y funciona correctamente

equipo intervenido y mal ensamblado se reacomodo y se puso en pruebas no ha presentado falla ivaa",2987.0,30/10/2023,Sistemas,0.40509123,2024-07-05
77,"mantenimiento y cambio de goma   goma  neto
mantenimiento y lubricacin al fusor  neto

total neto ",1860.0,31/05/2024,Sistemas,0.31251016,2024-07-05
77,"revision general sin cables reset   almohadillas  

no presenta problema trabaja bien",124.0,23/02/2024,Impresora Tinta,0.4730559,2024-07-05
77,"esta derramando tinta sin cables mantenimiento y lubricacion ivaa
reset y almohadillas ivaa
rep de charolas ivaa

total ivaa

si no acepta se cobran  netoa",2230.0,04/03/2024,Impresora Tinta,0.31108746,2024-07-05
77,"se ponen toner generico y original e imprime tenue mal con cable integrado se prueba el equipo con tner original y si imprime bien con el tner genrico si da mala calidad

se recomienda mantenimiento preventivo ivana

se regresa",680.0,04/04/2024,Impresora Laser,0.45606747,2024-07-05
77,"se atora en la entrada   no imprime nada

destapado de cabezal ivaa
buen mantenimiento ivaa
goma de traccion de papel ivaa

total ivaa

si no destapa se cobran ivaa",2900.0,15/04/2024,Sistemas,0.41429234,2024-07-05
77,"no imprime   si imprime no presenta falla

mantenimiento  netono aceptado
goma  netono aceptado

total  netono aceptado

toner pinta bajo

se regresa sin reparacion",1860.0,01/04/2024,Impresora Tinta,0.41039452,2024-07-05
77,"documentos en negro  texto no imprime   recarga manual de tinta a cartucho   ivaacep
destapado de cabezal  iva van de la mano rec y destacep
total neto   ivaacep

se puede daar en el proceso y va a ocupar reemplazo de cabezal
cabezal  iva
servicio de instalacin   iva 

total neto ",3925.0,28/06/2024,Impresora Tinta,0.36649674,2024-07-05
77,"almohadillas  mandar evidencia   reset  netoacep
almohadillas  neto acep

total neto acep

posterior revisar traccin e impresin",1340.0,09/07/2024,Impresora Tinta,0.3649448,2024-07-05
77,"el boton de encendido parpadea y no hace nada con eliminador trae cartuchos rellenado no los detecta
primeramente se requiere cartuco negro y tricolor   neto cuel mando los cartuchos

despues ver que mas requiere

total neto de revisin acep",1202.0,13/05/2024,Sistemas,0.3638039,2024-07-05
77,"atora las hojas y mancha sin cables buen mantenimiento contenedro ivaacep

si depsues de esto continua manchando se tiene que reemplazar los cabezales",850.0,13/05/2024,Impresora Tinta,0.3338662,2024-07-05
77,"no enciende cuando se le conecta el alimentador de hojas adicional alimentador de hojas se conecto el alimentador de hojas e hizo corto se llevo un fusible av puede que sea altgo mas desprendio olor fuerte se le puso fusible de av y lo trono ya no prende


reparacin de fuente circuito daado  netono acepto de nuevo la reparacion",1300.0,28/06/2024,Sistemas,0.29573762,2024-07-05
77,"no enciende   reparacion de la fuente circuito 
daado  netoacep


rotacion de goma sin costo",800.0,05/06/2024,Sistemas,0.2234549,2024-07-05
77,"no imprime se atoran las hojas salen rayadas manchadas   limpieza de gomas   ivaacep
destapado de cabezal   ivaacep

total neto acep",1080.0,31/05/2024,Sistemas,0.37404206,2024-07-05
77,"se atoran las hojas queda parpadeando se tiene que desconectar todo un dia para que vuelva a funcionar   pedir al cliente tintas negra amarilla y cian
limpieza de traccin gomas  netona
recarga de tinta a sistema   ivana
destapado de cabezal   ivana

en caso de aceptar puede que pida reemplazo de cabezal tricolor

total neto na  se quedo para basura 

en caso de no aceptar se cobran  x revisin",2220.0,05/09/2024,Impresora Tinta,0.3678143,2024-07-05
77,"imprime negro y tre un apiza suelta   reparacin de accionador del toner tierras  netona
mantenimiento exhaustivo  netona
cambio de goma  netona
cambio de engrane  netona

total neto na",2260.0,26/07/2024,Impresora Laser,0.5809174,2024-07-05
77,"atora las hojas   cambio de pad y limpieza a la traccin ivaacep


nota le falta mantenimiento pero no se te sugiere por que nos da problemas de que se queda pensando y no hace nada en ocasiones esto quiere decir que ya comienza daarse la tarjeta lgica y ahorita no la hay para su reemplazo as que solo se sugiere el cambio del pad para que la sigan usando mientras pueda imprimir

se regreso sin reparacion no quedo",600.0,19/09/2024,Impresora Laser,0.32540238,2024-07-05
77,"se atoro una hoja la sacaron y siguio atorando hojas imprime mal le hicieron destapado de cabezal y sigue imprimiendo mal   cambio de almohadillas   ivaa
reset   ivaa

total   ivaa

despues revisar traccin e impresion",1260.0,03/09/2024,Sistemas,0.37330273,2024-07-05
77,"escanea lento y atora las hojas   se hicieron varias pruebas y no atora la hoja en ninguna bandeja

lo lento del escaner es por su configuracin debe de ser ppp y esta en ppp

mantenimiento prev ivaa",1680.0,03/09/2024,Sistemas,0.39759135,2024-07-05
78,traccion papel y mant   serv de mant  ,480.0,14/02/2018,Impresora Tinta,0.42391306,2017-12-14
80,tira toner atora hojas tn mantenimietno    iva,360.0,14/02/2018,Impresora Laser,0.56379265,2022-05-27
80,"ruidos fuertes tn sin ruidos  en ocasiones toma hojas de mas muy sucia x dentro
mantenimiento  ",360.0,14/02/2018,Sistemas,0.4295727,2022-05-27
80,"  tn mantenimiento    iva
",360.0,14/03/2018,Impresora Tinta,0.4729714,2022-05-27
80,"se atora las hojas con cartuchos de tinta cambio de puerto usb rep de traccion de papel servicio    iva


facturar a comercializadora de radio jalisco 
",480.0,28/03/2018,Sistemas,0.2583638,2022-05-27
80,"no jala las hojas   objeto trabado en el mecanismo de la traccion de papel 

rep traccion  servicio    iva

",480.0,22/03/2018,Sistemas,0.34712508,2022-05-27
80,"fusor tn rodillo de teflon mant    iva
",780.0,08/05/2018,Impresora Laser,0.43043897,2022-05-27
80,"toma hojas de mas  o se atora   electro iman de la traccion de papel 
mantenimiento iva",480.0,15/10/2018,Sistemas,0.34407988,2022-05-27
80,se atora la hoja al salir   ajuste del censor de tapa de salida y mantenimiento iva,590.0,07/11/2018,Impresora Tinta,0.31602246,2022-05-27
80,"al imprimir saca una mancha en las hojas scables filmina  netoa
mantenimiento ivaa",1040.0,25/06/2020,Otros,0.4232107,2022-05-27
80,"al parecer el rodillo de calor esta mal y pega las hojas   filmina  neto
rodillo de precion  neto
mantenimiento iva

total de impresiones 

total neto ",2156.8,18/07/2019,Sistemas,0.31353158,2022-05-27
80,"no jala las hojas   mecanismo fuera de tiempo
solicitar autorizacion para desmonte completo y diagnostico que todo siga ok

arreglo de mecanismo iva
cambio de goma iva",845.0,28/10/2019,Sistemas,0.39161333,2022-05-27
80,no esta jalando bien la hoja y marca papel atorado   cambio de kit de gomas y servicio iva,635.0,25/11/2019,Sistemas,0.3662373,2022-05-27
80,"atora hojas mantenimiento tira tinta celiminador cambio de cartucho negro iva original


se regresa sin reparacion solo era cambiar el cartucho",950.0,14/01/2020,Sistemas,0.36882544,2022-05-27
80,no prende   reparacion de la fuente  circuitos y diodos daadosivaaceptado,680.0,18/02/2020,Sistemas,0.28949168,2022-05-27
80,"no esta imprimiendo correctamente   destapado de cabezal ivaa

se requieren tintas magenta y cian 


no destapo el amarillo solo quedo el negro se cobran ivaa",1260.0,25/08/2021,Impresora Tinta,0.421407,2022-05-27
80,"de estar imprimiendo se atoro el carro y ya no avanzo sin cables limpieza de encoder
limpieza de rodillos de guia de papel
limpieza de residual de tinta

mantenimiento ivaa
despues validar calidad de impresion",480.0,08/07/2021,Sistemas,0.29119933,2022-05-27
80,"imprime borroso los colores con cable integrado destapado de cabezal ivaa

casi no trae tinta negra y amarilla en caso de autorizar traerlas
no destapo se regresa sin reparacion

no paso por ella en  meses se va a la basura electronica",620.0,30/04/2022,Sistemas,0.26372638,2022-05-27
80,"mancha la hoja sin cables buen mantenimiento ivaa
toner con mala calidadrequiere cambio l  netoa

total  netoa",1065.0,25/10/2021,Impresora Laser,0.35448667,2022-05-27
80,"saca una raya podria ser el fusor sin accesorios rodillo de presion  netoa
rodillo de cqalor  netoa
goma  netoa
buen mant  netoa

total  netoa",2180.0,18/05/2022,Impresora Laser,0.32967055,2022-05-27
80,"marca cambio de almohadillas y reset sin cables con tanques de tinta sobre la marca reset y cambio de almohadillas  netoa

posterior verificar funcionamiento e impresion

destapado de cabezal  netoa

si no destapa se cobran  netoa

total  netoa",2280.0,01/06/2022,Impresora Tinta,0.36799985,2022-05-27
80,"no toma las hojas en la parte de atras sin cables mantenimiento ivaa
lubricacion a fusor ivaa
goma bandeja   netoa
pad bandeja   netoa

total  netoa

no quedo se regresa sin reparacion problema logico
imprime  y se para",2479.0,26/01/2023,Sistemas,0.2457906,2022-05-27
80,"hace un ruido sin toner sin cables mantenimiento  netono aceptado
cambio kit engranes de fusor  netono aceptado
cambio de goma  netono aceptado
cambio de sensor de toner trae una reparacion previa  netono aceptado

total  netono aceptado

se regresa sin reparacion",2160.0,26/01/2023,Impresora Laser,0.43758053,2022-05-27
82,no entra a wind   un ram gb ddr    neto,96.0,14/02/2018,Sistemas,0.60623276,2017-12-16
82,charola rota no puede copiar   cartuchos en conflicto  sustituir los ,60.0,14/02/2018,Sistemas,0.40148395,2017-12-16
82,hace mucho ruido el ventilador scables cpu muy contaminado mantenimiento y limpieza ivaa,250.0,04/08/2020,Sistemas,0.39193577,2017-12-16
82,"tiene virus se cambiaba de ventana constrasea munguia gb memoria ram  netoacep
antivirus kaspersky  meses   ivaacep
activacin de office  netoacep

total neto acep",2750.0,02/09/2024,Sistemas,0.25481132,2017-12-16
83,marca error   rep de escaner y mant    iva,580.0,14/02/2018,Sistemas,0.34875235,2021-05-03
83,"error    tn buen mant
goma pick up rodillo de presion rodillo de calor en mal estado  recubri  
   iva
",680.0,09/03/2018,Sistemas,0.34636414,2021-05-03
83,falla scanner   rep de escaner y serv  ,400.0,14/02/2018,Sistemas,0.34103537,2021-05-03
83,indicado en hoja   rep de tractor de papel y buen mant    iva,930.0,14/02/2018,Sistemas,0.36940163,2021-05-03
83,"completamente en negro tn contactos del cartucho  matn   

no acepto",480.0,14/02/2018,Sistemas,0.39897197,2021-05-03
83,"no detecta el sensor tn buen mantenimiento rodillo de calor daado goma pick up cambio de sensor unidad de image mant   
",720.0,12/04/2018,Sistemas,0.24597146,2021-05-03
83,"stoner   rev gral     

desbloqueo del equipo rep de traccion de papel mant",530.0,13/02/2018,Sistemas,0.24387825,2021-05-03
83,"atora las hojas e imprime con rallas   goma pick up rodillo de calor recubrir mant  

no funcionan los botones del panel de control ",680.0,09/03/2018,Sistemas,0.36541268,2021-05-03
83,"adf   ctndr   rep de adf mano de obra  
",480.0,12/04/2018,Impresora Laser,0.3044978,2021-05-03
83,"no da video  al conectar hace un zumbido     
",480.0,24/04/2018,Otros,0.47214863,2021-05-03
83,"no se ve     
",450.0,14/05/2018,Sistemas,0.35674837,2021-05-03
83,"rev gral   brazo libera papel 
goma pick up
mant 
  iva ",530.0,22/05/2018,Sistemas,0.36417517,2021-05-03
83,garantia las cuchillas se quedan atoradas   garantia se entrego a eduardo carmona ,2019.0,24/01/2019,Sistemas,0.4543327,2021-05-03
83,"revicion general   recubrimiento de rodillo de calor
reparacion contador del cartucho 
engrane de salida de papel 
traccion de papel 
mantenimiento 
iva",480.0,06/11/2018,Impresora Tinta,0.32804438,2021-05-03
83,no da video   iva,1175.0,11/09/2018,Otros,0.4536857,2021-05-03
83,no corta  crollo y elim scable   reparcion de navaja iva,400.0,23/10/2018,Sistemas,0.36823723,2021-05-03
83,desarmada unidad de fusion  cdrtn   recubrimento de rodillo de calor y servicio iva,590.0,06/12/2018,Sistemas,0.24639812,2021-05-03
83,"contactos de cartucho   ccart   cambio de contactos 
reparacion traccion de papel 
servicio ",540.0,01/11/2018,Sistemas,0.33812723,2021-05-03
83,"rompe las hojas              stoner   rep traccion papel 
mant iva",510.0,01/11/2018,Sistemas,0.36751792,2021-05-03
83,no imprime   destapado de cabezal  iva entregada el dia ,2498.0,10/11/2018,Sistemas,0.42290413,2021-05-03
83,no imprime   reset almohadillas destapado de cabezal y mantenimiento iva,580.0,17/12/2018,Impresora Tinta,0.43286097,2021-05-03
83,se le atoran las hojas en la bandeja de arriba   reparacion de la traccion de papel y mantenimiento  ,800.0,18/12/2018,Sistemas,0.39007115,2021-05-03
83,"mancha las hojas   remanofacturar la unidad de imagen 
mantenimiento 
nueva 
remano ",6270.0,08/02/2019,Impresora Tinta,0.37605253,2021-05-03
83,"no imprime bien   el problema es el cartucho de toner que esta muy apretado sutituir
opcional mantenimiento 
toner a 

total 

se entrego sin reparar porque no se autorizo a eduardo carmona ",3824.0,24/01/2019,Impresora Laser,0.5652526,2021-05-03
83,"no agarra las hojas de la bandeja   la configuracion del papel de la impresora y del equipo de computo debe de estar a la par 
garantia 

se enetrego a eduardo carmona ",2019.0,24/01/2019,Sistemas,0.34227404,2021-05-03
83,"imprime doble con sombra   servicio de mantenimiento iva

lista para entregar
se entrego 
a eduardo carmona",2499.0,24/01/2019,Sistemas,0.43302065,2021-05-03
83,navajas se traban se destraban manualmente vuelve a trabajar y se vuelven a atorar eliminador rep de navajas y servicio iva,480.0,16/01/2019,Sistemas,0.36031047,2021-05-03
83,"se le quebro una pieza del fusor el rodillo de precion esta astillado y mancha las hojas   raparacion artesanal de las partes quebradas 
rodillo de presion al  de su vida util
manchas son por causa de la unidad de imagen mandarla a remanufaturar 
 el cliente trajo su unidad de imagen y se le cambiio con costo de ",850.0,25/01/2019,Sistemas,0.34553835,2021-05-03
83," no funciona la bandeja de abajo  esta quebrada de donde va el toner    se reparo y acomodo bandeja donde va toner iva
 mtto y dejar bandeja fija ",680.0,21/01/2019,Impresora Laser,0.444766,2021-05-03
83,"no agarra las hojas   gomas alimentadoras y pad separardor iva
mantenimiento iva

iva",2260.0,08/02/2019,Sistemas,0.38786364,2021-05-03
83,"no detecta los hdmi   comento sergio que es la tarjeta no la hay es dificil de conseguir

costo de 
en espera de autorizacion",100.0,15/02/2019,Sistemas,0.24558006,2021-05-03
83,a la hora de mandar a imprimir por la computadora no imprime si copia y de las bandeja no toma las hojas    bateria de v ah y servicio iva,480.0,21/03/2019,Impresora Tinta,0.4403816,2021-05-03
83,"no imprime bien posibles cabezales tapados   se requiere tinta magenta cyan y amarillo para hacer pruebas 

se le solicito al cliente 

solo se puede imprimer en negro y el alta caliadad
scosto no se repararo",2019.0,15/04/2019,Sistemas,0.4264742,2021-05-03
83,"no imprime nada en blanco   mancha las hojas por cauda del fusor si hay impresion
filmina del fusor  y mantenimiento iva",480.0,03/04/2019,Impresora Tinta,0.4567099,2021-05-03
83,"se le cae el toner revicion general y la badeja  esta pegada tener cuidado   fusor completo sobre pedido tarda de  a  dias
iva

rodillo de calor remanofacturado  semanas tarda
iva

sreparar",3847.0,14/05/2019,Impresora Laser,0.466229,2021-05-03
83,"oki serie akba para piezas  el toner no se funde   servicio de mantenimiento iva

servicio de cambio de rodillo de calor de una impresora a otra sirva o no sirva el rodillo de calor iva por tiempo invertido

total si sirve el rodillo de calor iva

total si no sirve el rodillo de calor iva",2400.0,23/10/2019,Impresora Laser,0.45410913,2021-05-03
83,"imprime con manchas y derrama toner scables
quebrada de la puerta lateral esta quebrada de la puerta lateral y trae toner derramado

 servicio de mantenimiento y reparacion de la puerta lateral iva

falla con la botella de toner derrama toner requiere cambio",680.0,23/10/2019,Impresora Laser,0.49321103,2021-05-03
83,no jala las hojas scables reparacion de la traccion de papel iva,380.0,12/11/2019,Sistemas,0.3190833,2021-05-03
83,"no esta imprimiendo adecuadamente y se atora   mantenimiento iva  a
goma  neto  a",600.0,06/07/2020,Sistemas,0.40921754,2021-05-03
83,"pinta todo negro o atasca las hojas scables requiere cambio de rodillo de caloe
cambio de kit de gomas
mantenimiento
resortes de unidad de salida
puerta de bandeja de papel daada
cambio de rodillo de presio
marca error  y 

no hay refacciones para su reemplazo se regresa sin reparacion",761.0,14/09/2020,Sistemas,0.31598327,2021-05-03
83,"pinta todfo negro o atasca las hojas scables requiere cambio de gomas
problemas con el sistema de engranaje
erro 
tapa de bandeja daada
tapa frontal daada

no hay prefacciones para su reemplazo se regresa sin reparacion",343.0,14/09/2020,Sistemas,0.3314785,2021-05-03
